codgru,grupo,sigla,a_vl,a_cmv,a_mc,a_qtde,a_cli,d_vl,d_cmv,d_mc,d_qtde,d_cli
0041,CORDOALHA,,486.98,475.64,84.99,13,5,467.30,441.66,104.90,11,6
0044,BUCHA MP,E,404.49,264.44,22.39,54,4,313.60,180.96,10.44,65,2
0044,BUCHA MP,K,7005.75,4716.16,643.40,710,51,866.99,573.96,64.64,108,12
0044,BUCHA MP,M,266.10,202.45,14.09,46,2,132.94,101.82,4.79,26,2
0044,BUCHA MP,O,505.38,313.77,84.02,59,7,181.91,102.31,19.01,33,1
0044,BUCHA MP,Q,1004.56,636.76,79.30,106,6,84.70,51.32,12.76,4,2
0044,BUCHA MP,U,636.14,395.17,45.94,41,2,7.63,4.22,2.69,1,1
0044,BUCHA MP,,1959.16,1406.79,261.04,199,27,327.58,238.99,75.28,23,11
0045,CHAVE SETA,B,2939.66,2486.58,613.52,16,2,1716.93,1349.17,414.12,7,3
0045,CHAVE SETA,E,8527.96,6709.36,863.75,57,14,2387.24,1777.35,269.08,20,6
0045,CHAVE SETA,F,1028.49,707.82,240.44,6,4,0.00,0.00,0.00,0,0
0045,CHAVE SETA,I,951.36,538.40,375.61,4,3,259.03,151.27,104.28,2,2
0045,CHAVE SETA,J,3447.27,3139.81,227.36,38,1,52.61,40.97,12.91,1,1
0045,CHAVE SETA,K,109685.48,82177.35,20800.71,651,248,33875.07,24265.98,7334.63,193,117
0045,CHAVE SETA,M,989.52,816.38,164.14,14,3,885.35,780.43,170.87,7,3
0045,CHAVE SETA,N,1182.06,1054.58,213.87,8,2,412.01,331.32,90.59,2,2
0045,CHAVE SETA,O,23650.37,17325.06,3639.87,144,21,6862.35,4962.19,1112.65,42,15
0045,CHAVE SETA,Q,11441.99,8758.03,1206.26,98,14,6782.59,5102.31,690.16,41,8
0045,CHAVE SETA,U,22483.49,17950.97,1628.47,173,4,5071.04,3886.99,473.92,40,4
0045,CHAVE SETA,,53206.43,41533.74,12518.36,320,109,20574.82,16438.37,4414.90,131,64
0046,SOQUETE,B,359.85,361.17,14.03,92,2,212.08,213.10,10.26,53,2
0046,SOQUETE,E,595.29,404.61,26.70,138,5,232.27,147.37,19.32,54,5
0046,SOQUETE,F,219.13,145.04,13.49,24,4,19.67,18.46,4.54,3,2
0046,SOQUETE,I,28.20,24.12,1.66,6,1,0.00,0.00,0.00,0,0
0046,SOQUETE,J,597.00,616.40,6.23,164,1,0.00,0.00,0.00,0,0
0046,SOQUETE,K,10889.45,9185.36,426.61,2678,128,4282.03,3602.79,226.33,937,65
0046,SOQUETE,M,533.70,529.78,11.48,150,3,210.50,179.24,4.13,60,2
0046,SOQUETE,N,111.80,115.60,2.76,30,2,49.62,44.99,1.80,14,2
0046,SOQUETE,O,1844.50,1197.11,102.66,379,14,922.27,540.71,101.62,148,10
0046,SOQUETE,Q,2194.08,1470.29,57.40,491,12,707.70,446.00,22.77,133,9
0046,SOQUETE,U,3445.23,2349.09,53.20,795,3,683.35,466.59,12.76,167,4
0046,SOQUETE,,7742.50,7762.91,387.24,1739,65,2661.82,2609.72,155.05,606,40
0047,LANTERNA PLACA,B,85.68,64.24,10.90,9,1,71.25,53.51,9.52,7,1
0047,LANTERNA PLACA,E,273.20,190.36,20.75,26,4,147.22,98.50,7.01,11,2
0047,LANTERNA PLACA,F,35.66,19.57,8.61,3,2,52.09,57.17,-2.70,7,1
0047,LANTERNA PLACA,K,2045.45,1425.99,250.58,176,36,583.20,400.02,65.53,63,23
0047,LANTERNA PLACA,O,236.66,165.68,26.81,23,8,199.82,132.51,29.17,20,6
0047,LANTERNA PLACA,Q,454.15,334.90,20.51,54,5,221.37,154.36,16.67,25,5
0047,LANTERNA PLACA,U,289.50,211.33,25.23,27,3,55.39,40.69,3.89,7,2
0047,LANTERNA PLACA,,981.20,744.17,140.02,98,16,91.25,62.00,20.66,11,5
0048,LANTERNA,E,45.20,28.73,6.06,2,1,61.00,36.38,9.34,2,1
0048,LANTERNA,F,243.20,144.67,26.27,6,2,0.00,0.00,0.00,0,0
0048,LANTERNA,K,5246.64,3556.86,564.74,265,28,1535.87,973.42,239.99,56,15
0048,LANTERNA,O,655.06,420.09,68.80,33,3,543.39,324.13,92.10,19,2
0048,LANTERNA,Q,630.26,425.01,102.17,32,5,148.08,88.30,12.93,6,2
0048,LANTERNA,U,214.80,161.86,17.18,4,1,72.30,43.10,7.38,3,1
0048,LANTERNA,,698.57,538.36,120.72,27,8,155.60,120.10,30.82,5,3
0049,GARRA BATERIA,K,281.62,167.00,37.88,25,5,207.74,162.78,16.18,22,4
0049,GARRA BATERIA,O,24.88,14.00,1.83,4,1,0.00,0.00,0.00,0,0
0049,GARRA BATERIA,Q,96.56,56.02,6.69,4,1,0.00,0.00,0.00,0,0
0049,GARRA BATERIA,U,15.28,9.35,0.95,4,1,0.00,0.00,0.00,0,0
0049,GARRA BATERIA,,92.30,95.52,8.07,14,2,0.00,0.00,0.00,0,0
0050,MOTOBOMBA,B,659.28,539.19,135.21,24,4,156.89,115.02,40.75,6,2
0050,MOTOBOMBA,E,851.99,602.29,107.22,38,12,674.30,439.74,94.91,23,5
0050,MOTOBOMBA,F,29.44,28.98,7.69,1,1,30.58,27.54,8.97,1,1
0050,MOTOBOMBA,K,12170.74,8869.91,2087.33,445,154,3644.57,2494.77,764.01,124,69
0050,MOTOBOMBA,M,430.14,387.91,88.17,17,3,0.00,0.00,0.00,0,0
0050,MOTOBOMBA,O,2368.34,1540.82,329.29,96,19,891.71,559.38,112.93,38,9
0050,MOTOBOMBA,Q,1721.37,1181.24,126.80,76,11,249.76,162.06,27.63,10,3
0050,MOTOBOMBA,U,215.79,139.42,26.96,9,3,166.43,108.83,9.66,7,1
0050,MOTOBOMBA,,7097.73,5737.57,1195.12,277,59,2211.81,1863.18,397.06,89,30
0051,RESISTENCIA VENTOINH,B,170.77,180.42,28.29,4,1,55.03,57.97,16.50,1,1
0051,RESISTENCIA VENTOINH,E,2707.51,1828.21,351.48,82,13,863.41,579.93,103.83,27,10
0051,RESISTENCIA VENTOINH,F,646.04,601.37,187.77,11,6,88.11,83.22,29.99,2,2
0051,RESISTENCIA VENTOINH,I,398.50,324.30,159.80,5,4,194.56,158.84,76.79,2,2
0051,RESISTENCIA VENTOINH,K,16373.85,12880.44,2863.86,434,178,5671.26,4272.35,1119.36,133,76
0051,RESISTENCIA VENTOINH,M,694.19,761.86,152.09,19,4,353.47,355.55,83.51,9,3
0051,RESISTENCIA VENTOINH,N,77.95,91.99,16.21,2,1,79.61,86.63,20.51,1,1
0051,RESISTENCIA VENTOINH,O,2982.36,2025.88,420.09,84,20,795.35,502.57,140.27,21,13
0051,RESISTENCIA VENTOINH,Q,1088.84,708.67,106.41,33,9,216.05,132.69,39.38,7,5
0051,RESISTENCIA VENTOINH,U,931.35,613.71,111.69,29,3,574.25,372.73,59.46,17,3
0051,RESISTENCIA VENTOINH,,4390.85,4344.37,1146.56,109,57,1495.77,1510.07,335.00,37,21
0052,FITA,B,297.04,176.72,11.86,91,4,0.00,0.00,0.00,0,0
0052,FITA,E,18.00,8.15,1.48,5,1,189.50,113.27,4.78,40,2
0052,FITA,F,513.30,300.46,22.04,150,9,87.39,53.81,10.38,21,2
0052,FITA,K,11102.27,8385.38,440.80,3082,154,3557.31,2680.76,164.73,856,63
0052,FITA,M,11.70,7.70,0.34,10,1,61.25,33.19,3.68,5,1
0052,FITA,N,16.31,10.01,1.44,7,1,0.00,0.00,0.00,0,0
0052,FITA,O,777.87,449.82,39.58,214,13,377.11,203.63,20.37,73,4
0052,FITA,Q,1123.79,690.50,15.22,257,7,240.43,140.38,8.91,78,2
0052,FITA,U,66.00,43.85,0.44,30,1,0.00,0.00,0.00,0,0
0052,FITA,,7700.49,6303.30,472.84,1672,98,2872.44,2200.65,176.87,607,60
0053,ROLAMENTO RODA,B,354.06,225.99,87.83,7,3,309.87,205.98,62.33,4,2
0053,ROLAMENTO RODA,E,17329.95,12443.61,1430.71,320,27,4574.71,3185.12,410.75,85,13
0053,ROLAMENTO RODA,F,10526.36,6545.41,2120.59,173,44,2288.53,1217.45,706.50,30,15
0053,ROLAMENTO RODA,I,4761.81,2141.49,1510.75,50,31,1336.21,613.20,393.93,14,8
0053,ROLAMENTO RODA,J,298.47,204.92,74.54,5,2,112.22,75.90,14.46,2,1
0053,ROLAMENTO RODA,K,208556.68,139101.72,31043.64,3464,647,54400.15,35175.12,9367.42,868,319
0053,ROLAMENTO RODA,M,236.16,164.50,56.28,3,3,118.91,84.75,25.88,1,1
0053,ROLAMENTO RODA,N,3757.71,2890.36,304.87,73,2,995.06,757.17,86.81,21,2
0053,ROLAMENTO RODA,O,14636.18,10228.40,1478.58,270,37,5423.51,3739.40,574.15,99,20
0053,ROLAMENTO RODA,Q,271.20,178.97,46.57,4,3,0.00,0.00,0.00,0,0
0053,ROLAMENTO RODA,,64752.81,42197.91,12779.78,1039,249,19731.21,13046.74,3970.60,327,116
0054,CILINDRO IGNICAO,E,747.31,488.26,113.29,15,3,328.07,192.30,84.19,5,4
0054,CILINDRO IGNICAO,F,0.00,0.00,0.00,0,0,138.70,73.15,56.44,2,2
0054,CILINDRO IGNICAO,I,0.00,0.00,0.00,0,0,73.25,42.24,29.81,1,1
0054,CILINDRO IGNICAO,K,9510.86,6568.11,2162.64,136,73,3971.88,2667.12,932.78,60,31
0054,CILINDRO IGNICAO,M,354.44,276.06,90.62,5,1,52.66,40.33,12.92,1,1
0054,CILINDRO IGNICAO,O,2194.22,1395.17,516.68,36,13,628.81,379.65,181.33,11,5
0054,CILINDRO IGNICAO,Q,938.55,650.38,160.24,20,7,642.20,445.29,105.12,8,4
0054,CILINDRO IGNICAO,U,1029.52,799.17,54.52,17,2,117.04,67.80,36.13,2,1
0054,CILINDRO IGNICAO,,5083.88,3795.27,1302.09,76,42,2685.66,1957.40,643.50,37,22
0055,CAIXA FUSIVEL,K,117.90,69.42,32.54,2,1,110.84,67.83,27.32,2,2
0055,CAIXA FUSIVEL,O,0.00,0.00,0.00,0,0,124.63,73.35,33.54,1,1
0055,CAIXA FUSIVEL,Q,48.86,34.87,7.74,1,1,0.00,0.00,0.00,0,0
0055,CAIXA FUSIVEL,U,48.86,34.87,7.74,1,1,210.46,143.08,30.46,3,1
0055,CAIXA FUSIVEL,,387.44,354.14,90.40,5,4,443.20,458.77,113.23,4,3
0056,INDUZIDO PART.,B,557.28,413.56,155.84,2,1,249.07,194.45,65.41,1,1
0056,INDUZIDO PART.,E,2023.26,1471.81,340.33,12,2,1263.83,933.05,221.15,8,3
0056,INDUZIDO PART.,F,1229.24,760.71,416.51,5,5,141.24,98.61,41.85,1,1
0056,INDUZIDO PART.,I,1274.63,735.46,525.16,5,5,238.01,144.27,95.81,1,1
0056,INDUZIDO PART.,K,33583.87,25133.31,7416.05,178,95,13421.60,10459.18,3036.52,72,52
0056,INDUZIDO PART.,M,2834.89,2458.05,523.12,17,4,390.44,321.76,94.55,2,2
0056,INDUZIDO PART.,O,6201.19,4396.70,1018.71,36,8,1274.95,894.75,218.60,7,5
0056,INDUZIDO PART.,Q,3128.43,2374.39,352.27,18,6,281.40,238.27,74.54,1,1
0056,INDUZIDO PART.,U,3196.54,2587.04,225.83,22,2,2314.80,1784.47,205.09,15,3
0056,INDUZIDO PART.,,23509.59,18783.53,5384.77,125,52,9317.55,8204.22,1549.01,46,25
0057,BOBINA CAMPO,E,169.07,87.59,62.46,1,1,0.00,0.00,0.00,0,0
0057,BOBINA CAMPO,K,960.63,587.05,267.19,6,6,0.00,0.00,0.00,0,0
0061,VALVULA TERMOSTATICA,B,770.37,783.64,202.61,7,4,505.10,410.01,113.06,5,4
0061,VALVULA TERMOSTATICA,E,19609.83,14126.17,1367.54,279,31,4302.39,2982.17,462.25,62,14
0061,VALVULA TERMOSTATICA,F,6844.08,6113.38,1694.84,76,35,1547.52,1439.71,501.93,14,9
0061,VALVULA TERMOSTATICA,I,2775.64,2325.19,955.44,23,21,497.46,409.43,175.22,4,4
0061,VALVULA TERMOSTATICA,J,0.00,0.00,0.00,0,0,65.41,64.29,16.04,1,1
0061,VALVULA TERMOSTATICA,K,143057.90,124468.75,28358.26,1608,537,50500.20,40818.16,10936.40,503,282
0061,VALVULA TERMOSTATICA,M,1738.83,1888.06,324.78,19,4,1242.73,1370.12,149.50,18,3
0061,VALVULA TERMOSTATICA,N,3962.41,4522.10,580.95,68,2,1836.04,1969.94,276.18,24,2
0061,VALVULA TERMOSTATICA,O,9523.44,6742.58,1460.64,119,34,1672.18,1130.63,340.30,25,17
0061,VALVULA TERMOSTATICA,Q,421.79,255.99,90.77,4,2,147.25,95.19,31.10,1,1
0061,VALVULA TERMOSTATICA,U,393.83,266.06,57.89,6,3,0.00,0.00,0.00,0,0
0061,VALVULA TERMOSTATICA,,59769.92,58918.03,13589.92,634,217,20531.64,20767.61,4868.17,215,129
0063,MODULO IGN.,B,0.00,0.00,0.00,0,0,133.90,110.20,18.61,2,1
0063,MODULO IGN.,E,1394.04,1073.74,211.73,19,10,803.86,554.21,112.38,12,5
0063,MODULO IGN.,F,279.71,161.40,125.46,2,2,0.00,0.00,0.00,0,0
0063,MODULO IGN.,I,86.58,49.75,37.10,1,1,0.00,0.00,0.00,0,0
0063,MODULO IGN.,K,3385.94,2606.93,774.74,40,31,2126.24,1624.73,452.25,25,16
0063,MODULO IGN.,M,176.81,155.88,29.98,3,2,71.22,63.01,17.45,1,1
0063,MODULO IGN.,N,0.00,0.00,0.00,0,0,183.66,162.51,44.99,3,1
0063,MODULO IGN.,O,1112.36,853.10,210.78,16,9,230.33,156.76,53.76,3,3
0063,MODULO IGN.,Q,65.59,44.22,13.98,1,1,0.00,0.00,0.00,0,0
0063,MODULO IGN.,U,154.93,111.68,29.86,2,2,260.76,181.00,39.71,4,1
0063,MODULO IGN.,,1724.84,1401.23,315.09,21,10,597.01,452.00,167.96,8,6
0064,CORREIA DENTADA,B,214.70,143.58,39.24,4,2,34.87,23.76,7.20,1,1
0064,CORREIA DENTADA,E,9085.22,7187.54,412.14,248,19,2565.37,1985.42,137.71,66,10
0064,CORREIA DENTADA,F,5956.54,3601.55,1619.07,99,34,1393.12,772.61,439.60,21,11
0064,CORREIA DENTADA,I,1522.56,719.48,616.49,14,13,198.56,99.42,75.38,3,3
0064,CORREIA DENTADA,K,61270.02,41900.54,9589.75,1224,348,21520.04,14502.87,3519.48,426,178
0064,CORREIA DENTADA,M,0.00,0.00,0.00,0,0,50.68,34.03,10.91,1,1
0064,CORREIA DENTADA,N,243.67,174.37,43.79,6,2,0.00,0.00,0.00,0,0
0064,CORREIA DENTADA,O,6554.14,4940.38,592.15,139,24,1923.40,1425.69,193.90,42,15
0064,CORREIA DENTADA,Q,174.71,119.44,25.45,3,2,0.00,0.00,0.00,0,0
0064,CORREIA DENTADA,,33602.96,21728.72,7454.66,586,178,8610.93,5686.63,1976.38,149,77
0066,CABO VELA,B,1378.79,1164.30,255.53,12,4,340.73,281.72,61.22,4,2
0066,CABO VELA,E,68428.98,57708.15,2768.22,784,39,8095.19,6775.71,544.75,87,22
0066,CABO VELA,F,18929.49,15129.33,3525.00,196,55,3750.96,3092.41,771.38,31,15
0066,CABO VELA,I,3610.80,2217.65,1451.27,28,26,1854.50,1186.10,711.23,13,12
0066,CABO VELA,J,224.00,195.10,43.94,2,2,0.00,0.00,0.00,0,0
0066,CABO VELA,K,332176.33,268987.51,45545.12,3422,756,81169.75,65533.10,12677.68,778,368
0066,CABO VELA,M,236.68,208.05,48.21,3,1,0.00,0.00,0.00,0,0
0066,CABO VELA,N,3522.77,3080.87,506.65,41,1,2006.22,1666.36,274.29,24,1
0066,CABO VELA,O,34677.31,28454.85,2686.96,400,44,6969.44,5469.57,907.79,84,27
0066,CABO VELA,Q,3350.59,2650.05,284.15,35,8,294.64,216.85,43.89,3,1
0066,CABO VELA,U,1298.39,1121.48,17.16,11,2,421.91,349.18,20.15,5,2
0066,CABO VELA,,115628.46,96703.98,20494.26,1151,287,32348.82,27113.48,6497.28,302,156
0067,VELA IGN,B,3191.01,2541.16,93.93,168,6,1096.21,837.20,58.86,41,5
0067,VELA IGN,E,229721.53,193687.29,1165.91,14597,49,24083.80,20191.61,246.69,1505,35
0067,VELA IGN,F,24381.01,20549.69,857.69,1395,69,5413.05,4507.96,252.13,242,26
0067,VELA IGN,I,6637.64,4251.05,679.45,209,51,1659.28,1048.72,160.27,64,16
0067,VELA IGN,J,171.79,140.14,12.33,11,3,63.96,56.49,3.95,3,1
0067,VELA IGN,K,421983.05,342049.43,12755.77,24890,905,108210.39,85303.11,4220.37,5820,510
0067,VELA IGN,M,15817.75,13174.34,60.56,1023,3,0.00,0.00,0.00,0,0
0067,VELA IGN,N,4219.10,3554.73,96.83,263,1,3003.92,2428.98,92.26,160,1
0067,VELA IGN,O,72649.61,60284.26,843.79,4658,52,8226.33,6382.50,238.85,483,26
0067,VELA IGN,Q,2217.10,1793.97,47.05,146,10,593.48,442.54,12.03,36,2
0067,VELA IGN,U,4076.22,3297.13,32.06,267,3,641.40,494.23,7.25,44,2
0067,VELA IGN,,135910.29,117097.11,5602.92,7926,333,37574.65,31306.91,1958.71,1929,202
0068,ALARME,B,2620.15,1984.80,93.18,10,1,0.00,0.00,0.00,0,0
0068,ALARME,J,2371.90,1984.80,52.84,10,1,0.00,0.00,0.00,0,0
0068,ALARME,K,9427.56,6547.63,1676.50,33,19,2720.40,1975.35,403.24,10,7
0068,ALARME,N,248.91,198.48,35.95,1,1,0.00,0.00,0.00,0,0
0068,ALARME,,13505.51,9739.16,1765.78,48,19,5502.82,3969.60,775.75,20,12
0071,JUNTA HOMOCINETICA,B,1060.37,867.55,307.45,9,4,452.20,301.49,122.27,3,2
0071,JUNTA HOMOCINETICA,E,54052.34,44371.19,2910.03,632,38,8461.61,6577.55,615.33,94,20
0071,JUNTA HOMOCINETICA,F,19870.91,15307.12,3210.78,210,36,3676.08,2629.87,1077.31,32,14
0071,JUNTA HOMOCINETICA,I,4909.87,2956.92,1869.20,30,26,1378.60,793.15,551.09,8,7
0071,JUNTA HOMOCINETICA,J,200.11,174.58,49.85,2,1,151.58,156.59,20.05,1,1
0071,JUNTA HOMOCINETICA,K,332283.39,265197.40,45996.74,3401,700,100371.08,79597.28,15384.79,996,342
0071,JUNTA HOMOCINETICA,M,1493.38,1341.20,302.36,13,3,444.98,418.65,63.19,4,2
0071,JUNTA HOMOCINETICA,N,8999.63,8411.86,903.96,110,2,4008.71,3930.47,318.61,52,2
0071,JUNTA HOMOCINETICA,O,44286.82,35610.24,3427.55,502,48,13995.43,10728.50,1286.67,150,34
0071,JUNTA HOMOCINETICA,Q,119.44,101.79,31.63,1,1,240.90,176.74,37.74,2,2
0071,JUNTA HOMOCINETICA,U,798.99,599.89,55.62,9,1,279.60,190.71,61.13,2,1
0071,JUNTA HOMOCINETICA,,98033.18,81451.62,18639.50,972,230,31636.00,26882.51,6051.30,304,129
0074,ACENDEDOR CIGARRO,B,27.02,18.00,3.57,2,1,0.00,0.00,0.00,0,0
0074,ACENDEDOR CIGARRO,E,26.66,17.15,2.72,2,1,67.40,42.87,2.85,5,1
0074,ACENDEDOR CIGARRO,K,510.55,342.05,41.32,39,11,185.51,111.46,17.60,13,5
0074,ACENDEDOR CIGARRO,O,106.64,68.59,8.16,8,3,114.16,68.59,14.08,8,4
0074,ACENDEDOR CIGARRO,Q,185.28,121.18,12.32,3,1,171.22,111.46,7.99,13,2
0074,ACENDEDOR CIGARRO,U,125.90,85.74,2.10,10,1,0.00,0.00,0.00,0,0
0074,ACENDEDOR CIGARRO,,362.01,234.00,33.29,26,8,0.00,0.00,0.00,0,0
0075,INTERRUPTOR PORTA,I,25.85,12.50,2.47,5,1,0.00,0.00,0.00,0,0
0075,INTERRUPTOR PORTA,K,314.30,217.69,14.32,65,5,28.30,14.11,2.15,5,1
0075,INTERRUPTOR PORTA,Q,122.45,90.00,2.08,27,2,0.00,0.00,0.00,0,0
0075,INTERRUPTOR PORTA,U,31.80,20.17,1.61,10,2,50.64,37.19,0.69,12,1
0075,INTERRUPTOR PORTA,,358.29,274.81,9.10,64,5,72.30,55.40,3.64,10,1
0076,PALHETA,B,1436.74,1214.32,153.05,73,3,121.56,101.10,19.79,8,2
0076,PALHETA,E,3616.29,2894.88,168.06,151,19,290.48,224.62,16.91,18,6
0076,PALHETA,F,1334.70,994.15,292.82,47,25,115.17,88.95,37.95,3,2
0076,PALHETA,I,375.06,230.74,152.50,9,8,25.17,12.46,13.43,1,1
0076,PALHETA,J,23785.92,23843.14,171.54,1616,2,7882.85,7942.80,60.16,538,1
0076,PALHETA,K,35773.76,28440.83,4464.44,1356,314,2685.10,2002.79,377.68,103,47
0076,PALHETA,M,558.31,462.08,64.02,40,2,20.07,18.11,4.18,1,1
0076,PALHETA,N,409.35,424.92,41.83,14,2,0.00,0.00,0.00,0,0
0076,PALHETA,O,2819.20,2218.98,215.23,98,27,300.88,220.66,35.11,18,6
0076,PALHETA,Q,325.80,220.62,21.50,20,2,158.56,122.83,5.22,4,1
0076,PALHETA,U,20.70,12.76,5.55,1,1,0.00,0.00,0.00,0,0
0076,PALHETA,,23632.08,20922.19,2873.55,898,133,1616.82,1400.02,226.35,73,21
0077,HIDROVACUO,B,0.00,0.00,0.00,0,0,321.92,249.89,86.42,1,1
0077,HIDROVACUO,E,2969.35,2442.60,330.06,10,10,1234.09,994.72,156.24,4,3
0077,HIDROVACUO,F,1089.32,824.64,269.59,3,2,0.00,0.00,0.00,0,0
0077,HIDROVACUO,I,1538.24,905.80,648.42,3,3,1127.08,643.79,484.34,2,2
0077,HIDROVACUO,K,31163.14,24187.49,6645.36,91,82,8570.68,6242.11,2038.29,25,25
0077,HIDROVACUO,N,1965.00,1858.75,278.02,7,1,338.42,321.54,46.82,1,1
0077,HIDROVACUO,O,3045.35,2561.10,269.51,11,6,1362.46,1064.66,203.74,5,3
0077,HIDROVACUO,,10528.50,7915.20,2849.38,29,25,2150.14,1689.68,561.76,6,6
0078,BOIA COMBUSTIVEL,E,827.23,643.86,56.86,12,6,469.32,347.83,29.38,5,2
0078,BOIA COMBUSTIVEL,I,0.00,0.00,0.00,0,0,212.57,101.28,83.72,1,1
0078,BOIA COMBUSTIVEL,K,4672.98,2973.81,1026.76,47,37,1583.22,997.50,363.49,18,16
0078,BOIA COMBUSTIVEL,M,75.37,49.73,16.21,1,1,0.00,0.00,0.00,0,0
0078,BOIA COMBUSTIVEL,O,1942.61,1381.22,274.91,20,10,578.35,397.41,108.65,6,4
0078,BOIA COMBUSTIVEL,Q,573.73,384.56,94.25,5,3,0.00,0.00,0.00,0,0
0078,BOIA COMBUSTIVEL,U,306.72,203.76,48.68,4,2,0.00,0.00,0.00,0,0
0078,BOIA COMBUSTIVEL,,2287.35,1415.99,502.99,21,14,881.47,544.44,214.92,7,7
0081,MANCAL PART.,E,33.04,26.92,3.51,1,1,0.00,0.00,0.00,0,0
0081,MANCAL PART.,K,743.84,531.04,88.64,21,10,130.49,97.95,20.75,3,2
0081,MANCAL PART.,O,318.29,231.22,20.28,10,2,0.00,0.00,0.00,0,0
0081,MANCAL PART.,Q,412.44,293.41,33.42,11,3,245.49,181.66,39.36,3,1
0081,MANCAL PART.,U,342.01,269.19,24.53,10,2,0.00,0.00,0.00,0,0
0081,MANCAL PART.,,236.78,189.44,56.37,2,2,129.47,98.32,39.29,3,3
0082,VENTOINHA ALTERNADOR,O,22.21,16.30,4.06,1,1,0.00,0.00,0.00,0,0
0082,VENTOINHA ALTERNADOR,Q,86.66,75.30,5.92,3,1,0.00,0.00,0.00,0,0
0082,VENTOINHA ALTERNADOR,U,140.94,114.10,4.44,7,1,0.00,0.00,0.00,0,0
0082,VENTOINHA ALTERNADOR,,47.54,37.02,6.11,2,1,27.82,18.51,9.55,1,1
0083,POLIA ALT.,E,584.22,455.55,49.78,13,5,91.44,68.98,14.20,2,2
0083,POLIA ALT.,F,102.26,79.38,12.51,2,1,0.00,0.00,0.00,0,0
0083,POLIA ALT.,I,0.00,0.00,0.00,0,0,148.30,78.91,68.17,1,1
0083,POLIA ALT.,K,5631.50,4246.66,1090.63,67,43,1254.70,908.65,251.59,18,13
0083,POLIA ALT.,M,394.67,320.52,95.21,6,4,179.64,143.09,15.79,4,1
0083,POLIA ALT.,N,0.00,0.00,0.00,0,0,43.46,39.69,6.00,1,1
0083,POLIA ALT.,O,1198.10,894.47,185.10,17,10,173.87,122.61,35.05,2,1
0083,POLIA ALT.,Q,1465.15,1108.64,129.40,26,6,138.52,105.80,5.35,4,1
0083,POLIA ALT.,U,1482.19,1171.46,97.87,30,4,218.15,170.25,13.22,6,2
0083,POLIA ALT.,,1044.93,788.35,275.61,15,12,483.73,350.20,118.15,8,6
0085,FAROL PRINCIPAL,E,622.04,424.90,91.93,6,4,0.00,0.00,0.00,0,0
0085,FAROL PRINCIPAL,K,5116.69,3511.32,1001.64,36,18,1896.56,1288.34,325.28,12,7
0085,FAROL PRINCIPAL,O,289.10,195.25,60.95,2,1,0.00,0.00,0.00,0,0
0085,FAROL PRINCIPAL,Q,2015.41,1455.16,332.05,15,5,1190.18,885.19,170.54,5,3
0085,FAROL PRINCIPAL,U,3587.75,2680.04,397.94,39,2,0.00,0.00,0.00,0,0
0085,FAROL PRINCIPAL,,1429.18,989.89,379.52,11,6,999.39,751.55,252.96,6,3
0086,BOMBA D'AGUA,B,548.69,410.29,143.44,6,4,652.05,480.49,175.58,5,4
0086,BOMBA D'AGUA,E,19607.42,15642.91,1722.36,215,28,5649.32,4396.16,565.50,58,16
0086,BOMBA D'AGUA,F,18346.38,13364.22,4423.72,170,52,3083.97,2113.50,980.32,26,17
0086,BOMBA D'AGUA,I,5271.24,3035.29,2209.45,33,32,996.30,575.60,412.79,8,8
0086,BOMBA D'AGUA,J,79.01,61.83,19.35,1,1,0.00,0.00,0.00,0,0
0086,BOMBA D'AGUA,K,277012.65,212468.26,51287.13,2839,764,89369.33,66569.08,18878.11,811,402
0086,BOMBA D'AGUA,M,3230.13,2690.40,695.07,11,2,247.90,210.95,47.73,2,2
0086,BOMBA D'AGUA,N,3854.77,3322.03,571.59,43,2,880.67,761.83,145.72,7,1
0086,BOMBA D'AGUA,O,30151.68,23164.90,3784.63,308,42,6629.20,4898.64,970.84,63,26
0086,BOMBA D'AGUA,Q,483.78,372.03,66.07,6,2,0.00,0.00,0.00,0,0
0086,BOMBA D'AGUA,U,56.40,46.66,4.63,1,1,0.00,0.00,0.00,0,0
0086,BOMBA D'AGUA,,99623.69,77836.57,22441.70,955,304,36480.26,28881.51,8165.47,363,171
0089,TARAP ABRACADEIRA,B,376.34,362.12,73.85,8,3,118.04,113.62,40.19,3,2
0089,TARAP ABRACADEIRA,E,117.24,68.02,40.42,2,2,181.67,85.08,48.33,6,1
0089,TARAP ABRACADEIRA,F,530.95,466.81,160.99,19,7,0.00,0.00,0.00,0,0
0089,TARAP ABRACADEIRA,K,8206.63,7151.12,2318.30,273,97,5342.27,4401.61,1446.32,160,58
0089,TARAP ABRACADEIRA,M,363.57,258.06,88.17,4,1,203.16,201.44,32.91,2,1
0089,TARAP ABRACADEIRA,N,59.58,59.06,19.56,2,1,5.94,5.89,2.13,1,1
0089,TARAP ABRACADEIRA,O,128.90,69.07,42.37,5,2,57.70,27.56,21.91,2,2
0089,TARAP ABRACADEIRA,Q,335.05,184.52,72.15,16,5,199.43,197.71,27.61,5,1
0089,TARAP ABRACADEIRA,,4833.70,4727.79,1283.76,154,52,2149.19,2064.70,578.93,66,29
0090,CHAVE BIELA,K,95.21,82.00,32.68,3,1,0.00,0.00,0.00,0,0
0091,MOTOR VIDRO ELETRICO,B,232.00,199.52,30.72,4,1,0.00,0.00,0.00,0,0
