codgru,grupo,sigla,a_vl,a_cmv,a_mc,a_qtde,a_cli,d_vl,d_cmv,d_mc,d_qtde,d_cli
0174,FAIXA REFLETIVA,E,47.50,27.70,2.73,10,1,0.00,0.00,0.00,0,0
0174,FAIXA REFLETIVA,K,9.50,5.54,2.73,2,1,82.73,53.58,4.46,19,2
0174,FAIXA REFLETIVA,O,268.86,159.00,25.06,3,1,0.00,0.00,0.00,0,0
0174,FAIXA REFLETIVA,Q,458.86,269.80,52.85,43,3,0.00,0.00,0.00,0,0
0174,FAIXA REFLETIVA,,0.00,0.00,0.00,0,0,474.69,307.38,15.61,109,5
0176,MASSA POLIR,E,21.68,13.04,2.90,2,1,0.00,0.00,0.00,0,0
0176,MASSA POLIR,,41.44,40.88,5.08,4,2,0.00,0.00,0.00,0,0
0177,CERA,K,225.28,199.55,23.63,17,4,0.00,0.00,0.00,0,0
0177,CERA,,13.77,13.33,3.36,1,1,0.00,0.00,0.00,0,0
0178,CHEIRINHO,F,11.64,9.94,1.85,2,1,139.68,119.28,1.85,24,1
0178,CHEIRINHO,K,756.16,639.10,29.52,150,9,26.75,15.10,6.52,5,2
0178,CHEIRINHO,,260.25,248.50,18.90,50,7,0.00,0.00,0.00,0,0
0182,GRAFITE,E,692.64,568.01,2.61,72,3,0.00,0.00,0.00,0,0
0182,GRAFITE,K,1854.13,1446.39,65.91,189,28,292.14,243.15,7.70,25,3
0182,GRAFITE,Q,148.84,110.45,4.74,14,2,0.00,0.00,0.00,0,0
0182,GRAFITE,,889.55,803.88,49.87,84,15,55.21,45.52,13.68,4,4
0183,GRAXA,B,64.60,83.00,1.79,20,1,0.00,0.00,0.00,0,0
0183,GRAXA,E,514.18,292.03,9.44,58,4,239.13,136.94,3.68,23,2
0183,GRAXA,F,164.20,184.73,4.72,50,4,63.60,76.60,1.98,20,1
0183,GRAXA,I,17.17,13.42,7.68,1,1,17.80,14.64,7.51,1,1
0183,GRAXA,K,4398.64,3814.97,168.74,730,65,554.01,528.71,33.53,125,14
0183,GRAXA,M,97.80,56.20,0.88,30,1,0.00,0.00,0.00,0,0
0183,GRAXA,N,29.20,38.60,0.74,10,1,38.20,50.20,0.96,10,1
0183,GRAXA,O,438.46,225.91,12.46,65,5,56.70,21.13,1.83,10,1
0183,GRAXA,Q,33.04,16.67,4.42,2,1,0.00,0.00,0.00,0,0
0183,GRAXA,,2439.47,3176.56,67.60,486,39,549.93,696.16,33.39,67,13
0186,DESENGRIPANTE,E,4628.28,3999.62,8.43,636,14,95.40,78.37,0.62,12,1
0186,DESENGRIPANTE,F,3742.12,3460.08,26.32,499,18,1072.44,1045.44,2.70,144,4
0186,DESENGRIPANTE,I,5862.61,5827.77,34.24,806,11,1866.15,1844.04,10.44,254,3
0186,DESENGRIPANTE,J,180.00,174.24,0.66,24,1,0.00,0.00,0.00,0,0
0186,DESENGRIPANTE,K,23733.63,21060.82,334.79,3161,246,6388.68,5720.17,80.57,810,74
0186,DESENGRIPANTE,M,123.00,91.80,1.52,12,1,0.00,0.00,0.00,0,0
0186,DESENGRIPANTE,N,630.00,609.84,1.65,84,2,280.80,243.86,0.95,36,1
0186,DESENGRIPANTE,O,2350.60,1973.72,9.87,308,15,0.00,0.00,0.00,0,0
0186,DESENGRIPANTE,Q,770.88,595.20,4.85,96,5,190.80,156.74,1.24,24,2
0186,DESENGRIPANTE,,15396.49,14620.03,179.48,1977,146,4664.89,4372.34,68.32,595,65
0187,SILICONE,B,1213.80,1153.81,6.67,96,3,67.04,44.14,9.50,2,1
0187,SILICONE,E,14487.71,12379.12,69.49,714,22,4661.28,3765.69,21.28,216,4
0187,SILICONE,F,5717.68,4336.63,610.43,228,45,919.16,665.29,182.88,39,12
0187,SILICONE,I,1414.95,819.18,490.01,40,38,419.10,245.06,151.64,11,11
0187,SILICONE,J,186.12,225.36,0.59,36,1,117.16,88.28,6.06,4,1
0187,SILICONE,K,97841.66,83800.08,3538.14,4789,393,28640.80,24212.20,1359.91,1252,162
0187,SILICONE,M,6.26,6.09,0.65,1,1,0.00,0.00,0.00,0,0
0187,SILICONE,N,2835.60,2713.33,8.41,132,2,1931.28,1780.66,5.11,84,1
0187,SILICONE,O,12695.32,10942.58,136.78,622,23,3900.77,3660.12,30.47,173,7
0187,SILICONE,Q,251.88,216.13,0.91,12,1,0.00,0.00,0.00,0,0
0187,SILICONE,,44590.56,37763.11,3580.59,2282,234,14109.37,11969.32,1293.17,669,119
0188,TINTA SPRAY,F,46.32,37.68,5.31,3,1,0.00,0.00,0.00,0,0
0188,TINTA SPRAY,K,2084.38,1980.80,106.94,180,26,733.79,771.34,54.31,61,12
0188,TINTA SPRAY,O,66.96,42.33,2.56,6,1,0.00,0.00,0.00,0,0
0188,TINTA SPRAY,U,85.56,54.08,3.25,6,1,0.00,0.00,0.00,0,0
0188,TINTA SPRAY,,1231.20,1274.26,56.95,105,18,503.57,576.29,39.71,40,7
0189,FLUIDO FREIO,B,661.20,630.82,11.30,46,3,0.00,0.00,0.00,0,0
0189,FLUIDO FREIO,E,1048.72,685.01,23.60,70,3,0.00,0.00,0.00,0,0
0189,FLUIDO FREIO,F,2087.77,1679.19,143.45,144,21,567.63,431.77,63.29,35,9
0189,FLUIDO FREIO,I,365.58,302.14,96.68,22,16,139.60,112.96,24.87,8,4
0189,FLUIDO FREIO,J,289.80,316.44,4.61,24,1,0.00,0.00,0.00,0,0
0189,FLUIDO FREIO,K,60677.55,49859.11,2376.85,4094,320,21262.02,18612.21,933.27,1408,145
0189,FLUIDO FREIO,M,1793.88,1921.08,10.38,144,1,0.00,0.00,0.00,0,0
0189,FLUIDO FREIO,N,3083.91,2475.42,45.37,231,2,1397.04,1064.76,23.18,96,2
0189,FLUIDO FREIO,O,4850.31,2967.63,181.22,333,15,2025.64,1221.08,127.42,120,9
0189,FLUIDO FREIO,,23595.64,22292.57,1303.67,1707,176,12807.03,12491.55,490.66,925,88
0190,CHAVE RODA,E,29.70,17.30,7.94,1,1,0.00,0.00,0.00,0,0
0190,CHAVE RODA,F,42.60,24.55,11.66,1,1,0.00,0.00,0.00,0,0
0190,CHAVE RODA,K,422.53,401.20,94.32,9,6,90.41,98.67,22.14,1,1
0190,CHAVE RODA,,455.57,483.52,91.67,11,6,272.55,281.57,59.80,7,3
0191,RADIADOR,B,1259.67,989.63,331.67,4,3,1160.77,824.54,298.41,3,2
0191,RADIADOR,E,31890.93,25087.94,3437.94,119,29,12314.69,9419.85,1557.56,39,18
0191,RADIADOR,F,20507.95,14710.50,5864.37,54,35,2463.36,1632.04,887.62,9,7
0191,RADIADOR,I,4684.03,2721.54,1992.19,11,10,3162.44,1855.98,1332.03,5,5
0191,RADIADOR,K,313241.10,241544.07,69176.58,1035,488,112665.99,82980.04,27001.01,354,241
0191,RADIADOR,M,2815.66,2297.83,642.26,10,4,964.83,818.79,231.28,3,3
0191,RADIADOR,N,5090.57,4675.00,837.70,22,2,1806.01,1536.83,354.72,8,1
0191,RADIADOR,O,21115.48,15736.31,3060.02,68,29,9564.50,6823.05,1558.01,37,18
0191,RADIADOR,Q,1617.63,1155.68,256.44,7,2,0.00,0.00,0.00,0,0
0191,RADIADOR,,136737.27,109315.98,37011.46,457,203,40349.69,33106.35,9959.89,150,88
0192,CAMERA DE RE,K,539.74,465.04,68.99,19,10,89.40,57.00,20.52,3,3
0192,CAMERA DE RE,O,83.49,57.00,5.18,3,1,0.00,0.00,0.00,0,0
0192,CAMERA DE RE,,197.12,213.92,27.60,7,2,0.00,0.00,0.00,0,0
0194,PRE FILTRO,B,61.87,52.10,11.85,3,1,0.00,0.00,0.00,0,0
0194,PRE FILTRO,E,579.41,456.70,32.06,33,8,253.20,193.94,6.77,15,3
0194,PRE FILTRO,F,40.88,23.23,13.06,2,1,0.00,0.00,0.00,0,0
0194,PRE FILTRO,K,1677.48,1142.02,159.11,94,27,534.92,367.10,77.70,30,15
0194,PRE FILTRO,M,13.61,8.18,3.33,1,1,0.00,0.00,0.00,0,0
0194,PRE FILTRO,N,203.63,140.46,40.75,11,1,0.00,0.00,0.00,0,0
0194,PRE FILTRO,O,325.56,250.14,28.29,16,7,218.09,160.03,11.63,11,4
0194,PRE FILTRO,Q,236.71,160.16,22.27,14,3,0.00,0.00,0.00,0,0
0194,PRE FILTRO,U,172.87,119.22,15.09,7,1,0.00,0.00,0.00,0,0
0194,PRE FILTRO,,72.00,57.88,17.15,4,3,31.26,18.19,9.57,1,1
0195,ESCOVA ALTERNADOR,E,0.00,0.00,0.00,0,0,32.40,18.25,0.99,10,1
0195,ESCOVA ALTERNADOR,K,707.14,737.92,21.20,232,20,153.68,91.97,7.68,46,5
0195,ESCOVA ALTERNADOR,M,64.05,76.86,1.48,21,1,0.00,0.00,0.00,0,0
0195,ESCOVA ALTERNADOR,O,0.00,0.00,0.00,0,0,32.40,18.25,0.99,10,1
0195,ESCOVA ALTERNADOR,Q,0.00,0.00,0.00,0,0,34.60,17.74,2.46,10,2
0195,ESCOVA ALTERNADOR,U,54.66,32.85,1.65,18,1,0.00,0.00,0.00,0,0
0195,ESCOVA ALTERNADOR,,914.76,1074.00,23.39,294,21,476.31,537.20,13.15,150,9
0196,FUSIVEL JAPONES,B,8.29,5.47,2.18,1,1,0.00,0.00,0.00,0,0
0196,FUSIVEL JAPONES,K,77.14,47.99,13.59,8,4,50.79,29.66,9.75,6,3
0196,FUSIVEL JAPONES,N,15.28,9.17,3.75,1,1,0.00,0.00,0.00,0,0
0196,FUSIVEL JAPONES,Q,0.00,0.00,0.00,0,0,73.74,51.21,6.44,7,1
0196,FUSIVEL JAPONES,,34.06,18.62,9.31,3,2,0.00,0.00,0.00,0,0
0197,FUSIVEL LOUCA,B,59.80,33.80,0.36,130,2,0.00,0.00,0.00,0,0
0197,FUSIVEL LOUCA,E,4.50,2.51,0.13,10,1,0.00,0.00,0.00,0,0
0197,FUSIVEL LOUCA,K,166.50,94.00,1.59,370,11,132.60,70.86,2.04,280,10
0197,FUSIVEL LOUCA,O,13.40,7.53,0.25,30,2,4.80,2.51,0.16,10,1
0197,FUSIVEL LOUCA,Q,28.00,20.10,0.10,80,2,4.50,2.60,0.11,10,1
0197,FUSIVEL LOUCA,,54.00,31.20,0.77,120,3,58.50,33.80,0.44,130,2
0198,FUSIVEL VIDRO,B,45.50,26.00,0.25,50,1,0.00,0.00,0.00,0,0
0198,FUSIVEL VIDRO,E,6.60,3.85,0.18,10,1,0.00,0.00,0.00,0,0
0198,FUSIVEL VIDRO,K,242.10,139.37,3.06,300,10,186.20,109.20,4.03,250,6
0198,FUSIVEL VIDRO,O,0.00,0.00,0.00,0,0,74.20,39.90,2.30,90,2
0198,FUSIVEL VIDRO,Q,96.90,73.09,0.13,190,2,0.00,0.00,0.00,0,0
0198,FUSIVEL VIDRO,U,8.60,4.98,0.23,10,1,72.00,48.49,0.17,140,1
0198,FUSIVEL VIDRO,,131.40,79.80,1.72,180,4,43.80,26.60,0.65,60,3
0199,CABO CHUPETA,B,84.28,72.52,5.58,4,1,0.00,0.00,0.00,0,0
0199,CABO CHUPETA,E,414.82,292.32,11.61,22,2,18.90,13.23,3.86,1,1
0199,CABO CHUPETA,I,26.88,16.48,10.81,1,1,0.00,0.00,0.00,0,0
0199,CABO CHUPETA,K,746.66,597.45,79.62,35,12,60.06,39.68,14.55,3,3
0199,CABO CHUPETA,N,0.00,0.00,0.00,0,0,60.06,39.68,4.85,3,1
0199,CABO CHUPETA,O,200.86,141.52,20.26,10,3,66.03,43.64,10.64,3,2
0199,CABO CHUPETA,U,60.07,42.32,7.87,3,1,0.00,0.00,0.00,0,0
0199,CABO CHUPETA,,427.58,323.65,55.19,19,7,103.18,72.18,12.65,4,1
0200,PORTA ESCOVA ALT.,E,386.42,282.54,33.42,15,2,35.76,25.55,3.28,2,1
0200,PORTA ESCOVA ALT.,F,105.55,61.84,41.44,2,1,0.00,0.00,0.00,0,0
0200,PORTA ESCOVA ALT.,I,49.64,27.69,21.08,1,1,0.00,0.00,0.00,0,0
0200,PORTA ESCOVA ALT.,K,2093.66,1571.01,350.78,72,39,439.84,316.91,81.94,19,10
0200,PORTA ESCOVA ALT.,M,20.09,15.92,4.65,1,1,33.95,27.69,7.24,1,1
0200,PORTA ESCOVA ALT.,N,91.14,83.07,8.42,3,1,0.00,0.00,0.00,0,0
0200,PORTA ESCOVA ALT.,O,290.70,214.07,36.45,15,5,310.68,211.43,36.59,11,5
0200,PORTA ESCOVA ALT.,Q,29.73,22.23,4.51,1,1,95.10,66.67,6.24,3,1
0200,PORTA ESCOVA ALT.,U,149.45,108.78,16.51,5,2,0.00,0.00,0.00,0,0
0200,PORTA ESCOVA ALT.,,1451.08,1095.12,273.62,45,20,523.64,392.92,112.01,14,10
0205,LAMPADA HALOGENA,B,6006.41,4389.85,257.33,538,6,1383.64,1006.92,103.50,122,7
0205,LAMPADA HALOGENA,E,10546.06,8142.90,164.15,972,28,2920.15,2146.47,61.81,295,17
0205,LAMPADA HALOGENA,F,10271.49,7339.48,306.61,841,27,755.27,502.30,44.89,79,7
0205,LAMPADA HALOGENA,I,473.19,251.52,74.25,34,14,407.94,253.90,21.03,55,4
0205,LAMPADA HALOGENA,J,9453.59,7807.81,16.93,1253,1,399.45,264.45,22.98,15,1
0205,LAMPADA HALOGENA,K,180062.72,133845.52,4983.36,17747,548,42363.26,30634.84,1356.55,4737,240
0205,LAMPADA HALOGENA,M,471.96,356.82,19.01,54,4,623.13,444.59,21.02,55,2
0205,LAMPADA HALOGENA,N,2250.52,1802.95,34.85,212,2,293.50,226.43,4.85,20,2
0205,LAMPADA HALOGENA,O,15980.77,11909.47,404.25,1736,32,8126.85,6029.96,162.59,1132,26
0205,LAMPADA HALOGENA,Q,10513.85,8146.57,105.42,1001,13,3538.62,2672.95,65.48,356,9
0205,LAMPADA HALOGENA,U,10593.47,8149.45,106.69,1281,3,1924.02,1376.63,43.93,226,4
0205,LAMPADA HALOGENA,,102121.10,78340.86,3296.77,10834,229,32400.90,24651.89,1160.56,3718,137
0223,ESPAGUETE TERMO-RETR,B,50.02,28.06,2.13,16,1,28.71,15.12,1.04,9,1
0223,ESPAGUETE TERMO-RETR,E,2.79,1.58,0.76,1,1,22.02,12.19,2.24,6,1
0223,ESPAGUETE TERMO-RETR,F,25.45,12.10,9.74,5,2,0.00,0.00,0.00,0,0
0223,ESPAGUETE TERMO-RETR,I,68.99,25.75,9.68,11,1,0.00,0.00,0.00,0,0
0223,ESPAGUETE TERMO-RETR,K,1001.05,548.14,131.56,261,38,281.88,153.29,58.20,69,17
0223,ESPAGUETE TERMO-RETR,M,37.53,20.16,5.26,7,1,14.22,7.74,1.47,3,1
0223,ESPAGUETE TERMO-RETR,O,146.71,85.15,13.86,36,4,6.08,3.19,2.02,1,1
0223,ESPAGUETE TERMO-RETR,Q,139.05,84.03,10.63,48,4,27.80,16.05,0.78,10,1
0223,ESPAGUETE TERMO-RETR,U,49.24,29.38,2.26,18,2,0.00,0.00,0.00,0,0
0223,ESPAGUETE TERMO-RETR,,450.55,238.53,70.51,114,16,194.31,105.07,17.30,45,8
0500,LIXEIRA,E,312.03,212.79,20.82,3,1,612.66,414.82,20.93,6,1
0500,LIXEIRA,K,1116.91,785.86,180.33,11,7,434.90,275.31,79.79,4,3
0500,LIXEIRA,O,125.74,82.72,28.37,2,2,0.00,0.00,0.00,0,0
0500,LIXEIRA,U,0.00,0.00,0.00,0,0,18.08,10.57,5.52,1,1
0500,LIXEIRA,,97.36,65.25,19.88,1,1,109.33,68.52,26.79,1,1
1589,COXIM AMORT.,B,655.34,486.23,139.39,7,3,413.94,316.12,37.87,8,2
1589,COXIM AMORT.,E,8909.48,7257.71,521.48,123,20,1406.16,1078.78,124.55,19,8
1589,COXIM AMORT.,F,6006.27,4250.22,1000.75,72,23,1498.97,960.32,397.05,13,8
1589,COXIM AMORT.,I,2816.29,1578.45,776.26,17,10,175.82,89.28,40.40,2,1
1589,COXIM AMORT.,K,96280.55,74207.46,13051.92,1067,308,26200.32,19838.23,3926.26,321,133
1589,COXIM AMORT.,M,684.08,561.16,120.55,8,3,323.93,264.82,65.65,3,1
1589,COXIM AMORT.,N,5125.12,4342.95,554.51,70,1,2004.04,1723.23,201.53,34,2
1589,COXIM AMORT.,O,9083.15,6631.90,1052.38,125,26,3464.28,2545.37,375.55,49,15
1589,COXIM AMORT.,Q,0.00,0.00,0.00,0,0,41.24,30.00,2.93,4,1
1589,COXIM AMORT.,U,136.75,98.60,16.19,5,1,0.00,0.00,0.00,0,0
1589,COXIM AMORT.,,36947.58,28731.98,5438.29,437,115,10793.38,8133.72,2101.81,92,45
3074,MODULO TRAVA,E,71.94,44.56,8.81,2,1,0.00,0.00,0.00,0,0
3074,MODULO TRAVA,K,255.79,155.96,29.68,7,3,35.97,22.28,8.81,1,1
3074,MODULO TRAVA,O,0.00,0.00,0.00,0,0,54.29,33.37,13.31,1,1
3074,MODULO TRAVA,Q,44.86,31.78,6.94,1,1,0.00,0.00,0.00,0,0
3074,MODULO TRAVA,,111.48,55.65,39.36,2,2,54.29,33.37,13.31,1,1
3075,MODULO VIDRO,K,1225.76,1135.67,290.26,11,8,684.10,661.51,174.73,7,6
3075,MODULO VIDRO,O,108.70,107.08,26.62,1,1,0.00,0.00,0.00,0,0
3075,MODULO VIDRO,,4487.47,4397.23,647.41,41,13,812.70,782.81,163.88,7,4
3076,CONTROLE ALARME,E,54.66,33.38,14.95,1,1,0.00,0.00,0.00,0,0
3076,CONTROLE ALARME,K,818.23,822.69,107.94,15,6,367.42,381.13,52.60,7,3
3076,CONTROLE ALARME,,2488.82,2581.20,259.17,47,7,685.72,711.31,38.97,13,2
3077,CEBOLINHA FREIO,B,817.43,607.35,176.54,19,5,129.41,87.37,38.41,3,3
3077,CEBOLINHA FREIO,E,3948.97,3050.71,297.88,79,15,820.50,608.35,128.28,18,9
3077,CEBOLINHA FREIO,F,908.97,545.34,151.48,18,7,50.82,35.98,15.51,1,1
3077,CEBOLINHA FREIO,I,336.70,176.98,150.07,5,4,157.26,85.28,67.04,2,2
3077,CEBOLINHA FREIO,J,192.88,151.68,11.82,4,1,0.00,0.00,0.00,0,0
3077,CEBOLINHA FREIO,K,16648.11,11876.05,3300.15,333,161,6853.49,4775.82,1438.26,126,71
3077,CEBOLINHA FREIO,M,723.77,586.15,144.24,19,2,198.89,157.17,33.84,4,2
3077,CEBOLINHA FREIO,N,168.93,147.50,26.87,4,1,39.54,35.98,5.94,1,1
3077,CEBOLINHA FREIO,O,3066.86,2205.59,430.39,69,20,1102.07,790.62,171.23,27,12
3077,CEBOLINHA FREIO,Q,2508.68,1910.58,212.59,56,12,1087.92,773.14,130.55,23,6
3077,CEBOLINHA FREIO,U,2200.96,1662.79,164.33,70,3,1232.31,915.47,92.72,40,4
3077,CEBOLINHA FREIO,,8237.48,6039.09,1703.45,175,60,2666.64,2018.67,499.46,74,26
3078,SENSOR NIVEL,B,1211.77,777.66,269.22,17,8,420.18,255.29,73.82,6,2
3078,SENSOR NIVEL,E,19609.09,15090.14,1630.72,327,35,4474.63,3298.87,551.14,65,22
3078,SENSOR NIVEL,F,3999.28,2649.24,884.50,56,27,856.31,610.82,163.16,11,5
3078,SENSOR NIVEL,I,1226.26,555.77,506.50,12,9,494.78,229.68,200.07,5,5
3078,SENSOR NIVEL,J,339.12,253.12,25.70,4,1,0.00,0.00,0.00,0,0
3078,SENSOR NIVEL,K,137556.22,90762.97,27060.22,1924,616,40349.78,25321.21,9309.82,536,289
3078,SENSOR NIVEL,M,1473.94,1004.89,273.14,23,3,792.27,516.73,177.33,11,4
3078,SENSOR NIVEL,N,2933.69,2114.17,432.74,48,2,946.79,671.36,164.11,14,2
3078,SENSOR NIVEL,O,25408.72,18226.04,3461.35,411,48,8893.91,6299.86,1213.94,140,32
3078,SENSOR NIVEL,Q,2202.88,1469.08,401.26,32,9,786.68,499.13,164.68,12,5
3078,SENSOR NIVEL,U,743.79,533.95,98.70,12,3,501.23,335.56,54.24,8,4
3078,SENSOR NIVEL,,41968.85,26009.66,9659.95,586,207,12425.02,7598.82,3140.16,161,107
3079,SONDA LAMBDA,B,845.24,606.09,129.43,4,2,557.64,415.86,89.46,3,2
3079,SONDA LAMBDA,E,32496.19,24851.02,2988.51,153,36,7290.66,5610.23,649.14,35,17
3079,SONDA LAMBDA,F,11741.14,8673.04,2041.46,55,20,1958.09,1718.13,111.86,11,3
3079,SONDA LAMBDA,I,593.84,289.69,233.88,2,2,1684.58,801.52,676.93,5,5
3079,SONDA LAMBDA,K,155522.31,110501.29,29555.83,697,380,56088.00,38466.15,11883.31,229,159
3079,SONDA LAMBDA,M,2735.73,1965.62,598.22,13,4,0.00,0.00,0.00,0,0
3079,SONDA LAMBDA,N,1682.72,1269.09,314.54,8,1,1079.41,797.13,196.03,6,1
3079,SONDA LAMBDA,O,14533.16,10923.17,1602.78,75,28,5421.83,3917.38,836.68,26,15
3079,SONDA LAMBDA,Q,95.69,73.78,9.70,1,1,0.00,0.00,0.00,0,0
3079,SONDA LAMBDA,U,1424.95,989.44,217.57,6,1,472.51,329.02,85.48,2,2
3079,SONDA LAMBDA,,65452.54,45352.43,15737.78,281,136,16624.83,11312.73,4226.24,70,52
3081,CHAVE PISCA ALERTA,B,278.99,222.99,64.38,8,1,88.56,66.35,23.75,1,1
3081,CHAVE PISCA ALERTA,E,214.05,163.76,22.77,6,4,265.14,196.24,35.61,4,3
3081,CHAVE PISCA ALERTA,F,0.00,0.00,0.00,0,0,34.07,19.53,13.78,1,1
3081,CHAVE PISCA ALERTA,K,4203.25,3134.43,651.06,113,53,2233.60,1618.34,485.69,44,26
3081,CHAVE PISCA ALERTA,M,92.76,76.06,9.90,4,1,0.00,0.00,0.00,0,0
3081,CHAVE PISCA ALERTA,O,1056.85,777.51,145.15,21,9,303.60,227.60,50.82,5,4
3081,CHAVE PISCA ALERTA,Q,671.62,531.49,48.97,17,5,280.54,212.57,19.43,8,3
3081,CHAVE PISCA ALERTA,U,1564.05,1227.21,149.07,34,4,718.83,545.70,56.71,16,4
3081,CHAVE PISCA ALERTA,,3507.00,2753.67,729.16,86,33,1038.95,812.21,227.98,26,15
3082,CEBOLINHA RE,B,584.11,434.17,111.53,16,4,267.30,195.92,73.05,4,1
3082,CEBOLINHA RE,E,3106.29,2400.11,251.19,71,20,611.39,453.43,62.92,13,7
3082,CEBOLINHA RE,F,98.41,73.80,25.76,2,1,0.00,0.00,0.00,0,0
3082,CEBOLINHA RE,I,96.34,57.19,39.00,2,2,0.00,0.00,0.00,0,0
3082,CEBOLINHA RE,K,17409.97,12383.37,3354.68,419,177,5113.35,3529.97,1083.18,117,71
3082,CEBOLINHA RE,M,275.96,217.53,64.11,6,3,29.74,24.16,6.69,1,1
3082,CEBOLINHA RE,N,253.33,209.64,42.29,6,2,57.62,41.91,14.06,2,1
3082,CEBOLINHA RE,O,2701.18,1923.77,406.61,69,18,971.20,699.67,159.38,27,9
3082,CEBOLINHA RE,Q,2198.34,1675.87,200.74,60,12,471.79,333.15,44.30,17,3
3082,CEBOLINHA RE,U,2567.37,1943.33,167.21,89,3,977.55,723.51,91.87,33,4
3082,CEBOLINHA RE,,9562.07,6891.19,2024.13,216,75,2896.05,2185.38,616.26,66,35
3083,CARCACA MOTOR PART.,E,282.46,188.84,56.49,1,1,0.00,0.00,0.00,0,0
3083,CARCACA MOTOR PART.,K,851.72,569.39,170.38,3,2,0.00,0.00,0.00,0,0
3083,CARCACA MOTOR PART.,O,567.82,379.59,113.59,2,1,0.00,0.00,0.00,0,0
3083,CARCACA MOTOR PART.,U,668.23,446.75,133.64,2,1,0.00,0.00,0.00,0,0
3083,CARCACA MOTOR PART.,,562.68,472.98,137.86,2,2,0.00,0.00,0.00,0,0
3086,CABO RCA,K,70.39,74.02,10.07,7,2,60.63,61.74,14.85,2,1
3086,CABO RCA,,144.17,151.22,19.96,10,3,0.00,0.00,0.00,0,0
3087,CEBOLAO OLEO,E,587.33,431.89,60.35,7,3,442.64,322.65,33.72,5,3
3087,CEBOLAO OLEO,K,940.98,589.07,195.85,9,7,284.34,174.37,67.97,3,3
3087,CEBOLAO OLEO,O,143.85,104.61,18.37,2,2,99.92,64.53,20.74,1,1
3087,CEBOLAO OLEO,Q,287.66,213.81,22.16,3,1,0.00,0.00,0.00,0,0
3087,CEBOLAO OLEO,U,197.96,149.28,20.06,2,1,0.00,0.00,0.00,0,0
3087,CEBOLAO OLEO,,329.86,203.28,78.04,3,2,0.00,0.00,0.00,0,0
3089,CHAVE GERAL,B,210.28,158.30,55.26,2,1,0.00,0.00,0.00,0,0
3089,CHAVE GERAL,K,1345.35,956.91,235.65,14,10,303.78,177.66,61.96,3,2
3089,CHAVE GERAL,O,388.90,270.82,60.38,4,2,0.00,0.00,0.00,0,0
3089,CHAVE GERAL,Q,1209.75,910.37,78.26,13,6,0.00,0.00,0.00,0,0
3089,CHAVE GERAL,U,1317.51,1006.06,106.29,15,3,350.92,246.11,49.00,4,1
3089,CHAVE GERAL,,666.62,500.75,166.74,7,3,0.00,0.00,0.00,0,0
3090,ESPAGUETE LISO,M,73.83,48.55,15.05,1,1,0.00,0.00,0.00,0,0
3091,CHICOTE RADIO,B,0.00,0.00,0.00,0,0,25.50,25.48,5.47,3,1
3091,CHICOTE RADIO,K,28.84,16.70,4.05,4,1,15.30,15.88,4.84,2,2
3091,CHICOTE RADIO,,42.80,43.90,2.67,5,1,0.00,0.00,0.00,0,0
3094,RABICHO,O,0.00,0.00,0.00,0,0,1.60,0.88,0.50,1,1
3096,BREAK LIGHT,F,272.01,158.40,28.96,3,1,0.00,0.00,0.00,0,0
3096,BREAK LIGHT,K,51.60,38.04,13.17,3,2,0.00,0.00,0.00,0,0
3098,CIRCUITO LANTERNA,B,0.00,0.00,0.00,0,0,111.68,75.60,35.86,2,1
3098,CIRCUITO LANTERNA,E,103.16,59.49,32.71,2,1,0.00,0.00,0.00,0,0
3098,CIRCUITO LANTERNA,F,71.59,49.37,15.13,3,2,0.00,0.00,0.00,0,0
3098,CIRCUITO LANTERNA,K,3840.07,2483.23,1021.90,83,31,1398.02,884.81,408.11,29,15
3098,CIRCUITO LANTERNA,O,335.08,210.41,44.76,10,3,212.61,121.95,68.08,5,1
3098,CIRCUITO LANTERNA,Q,767.23,496.13,121.02,22,5,294.94,183.00,81.00,7,3
3098,CIRCUITO LANTERNA,U,180.44,111.81,49.68,6,1,0.00,0.00,0.00,0,0
3098,CIRCUITO LANTERNA,,1559.64,1036.72,475.20,33,12,226.52,151.20,74.38,4,3
3100,REPARO ALTERNADOR,K,216.00,127.92,35.09,7,4,0.00,0.00,0.00,0,0
3100,REPARO ALTERNADOR,O,49.93,30.40,13.38,1,1,0.00,0.00,0.00,0,0
3100,REPARO ALTERNADOR,U,66.36,44.89,13.29,2,1,0.00,0.00,0.00,0,0
3100,REPARO ALTERNADOR,,0.00,0.00,0.00,0,0,75.14,56.45,18.41,1,1
3101,REPARO PARTIDA,E,124.60,96.41,3.17,4,1,0.00,0.00,0.00,0,0
3101,REPARO PARTIDA,F,0.00,0.00,0.00,0,0,29.79,20.49,8.81,1,1
3101,REPARO PARTIDA,K,1549.65,961.60,125.70,69,16,280.63,160.26,31.98,9,3
3101,REPARO PARTIDA,O,97.86,61.53,19.98,1,1,0.00,0.00,0.00,0,0
3101,REPARO PARTIDA,Q,840.63,532.90,63.25,29,6,90.07,68.53,10.26,1,1
3101,REPARO PARTIDA,U,447.58,308.95,32.02,18,2,0.00,0.00,0.00,0,0
3101,REPARO PARTIDA,,201.31,151.28,36.94,11,7,35.42,26.62,8.66,2,1
3102,TRIANGULO,K,313.57,184.41,26.53,17,4,100.17,54.73,18.52,5,3
