codfor,fornecedor,fantasia,sigla,a_vl,a_cmv,a_mc,a_qtde,a_cli,d_vl,d_cmv,d_mc,d_qtde,d_cli
00895,TSA TECNOL. EM SISTEMAS AUTOMOTIVOS LTDA,TSA,F,4885.58,3151.66,1356.84,88,32,892.61,563.17,262.58,13,10
00895,TSA TECNOL. EM SISTEMAS AUTOMOTIVOS LTDA,TSA,I,2219.49,1271.08,902.95,22,18,880.25,478.68,341.74,8,8
00895,TSA TECNOL. EM SISTEMAS AUTOMOTIVOS LTDA,TSA,K,168994.24,113874.89,34771.01,3049,720,54905.59,36215.81,12965.18,940,400
00895,TSA TECNOL. EM SISTEMAS AUTOMOTIVOS LTDA,TSA,M,3581.58,3029.07,682.28,66,4,1177.91,887.84,259.28,20,4
00895,TSA TECNOL. EM SISTEMAS AUTOMOTIVOS LTDA,TSA,N,4868.59,4051.03,730.58,97,2,1240.56,974.47,202.09,23,2
00895,TSA TECNOL. EM SISTEMAS AUTOMOTIVOS LTDA,TSA,O,38258.31,27716.36,5216.56,725,51,13261.86,9450.27,1784.48,267,41
00895,TSA TECNOL. EM SISTEMAS AUTOMOTIVOS LTDA,TSA,Q,3906.56,2569.35,661.62,84,11,1002.13,631.77,201.52,22,9
00895,TSA TECNOL. EM SISTEMAS AUTOMOTIVOS LTDA,TSA,U,1588.16,1080.60,208.29,36,3,443.23,284.55,25.74,17,3
00895,TSA TECNOL. EM SISTEMAS AUTOMOTIVOS LTDA,TSA,,60599.96,42455.74,13691.18,1071,265,17485.24,12536.92,4452.35,282,143
00946,RADQUIM PRODUTOS AUTOMOTIVOS EIRELI -EPP,RADNAQ,B,1062.00,1069.78,17.36,70,4,0.00,0.00,0.00,0,0
00946,RADQUIM PRODUTOS AUTOMOTIVOS EIRELI -EPP,RADNAQ,E,1831.50,1101.89,61.86,119,9,290.11,162.93,28.00,18,3
00946,RADQUIM PRODUTOS AUTOMOTIVOS EIRELI -EPP,RADNAQ,F,1702.93,1421.70,127.02,126,22,717.76,561.26,63.20,60,10
00946,RADQUIM PRODUTOS AUTOMOTIVOS EIRELI -EPP,RADNAQ,I,413.99,343.88,105.03,25,18,139.60,112.96,24.87,8,4
00946,RADQUIM PRODUTOS AUTOMOTIVOS EIRELI -EPP,RADNAQ,J,346.65,372.48,9.47,27,1,0.00,0.00,0.00,0,0
00946,RADQUIM PRODUTOS AUTOMOTIVOS EIRELI -EPP,RADNAQ,K,57671.52,48194.16,2405.19,4332,343,19372.01,16250.27,914.12,1335,155
00946,RADQUIM PRODUTOS AUTOMOTIVOS EIRELI -EPP,RADNAQ,M,2402.60,2542.94,22.51,178,2,222.72,219.48,4.55,12,1
00946,RADQUIM PRODUTOS AUTOMOTIVOS EIRELI -EPP,RADNAQ,N,3306.63,2694.90,49.92,243,2,1397.04,1064.76,23.18,96,2
00946,RADQUIM PRODUTOS AUTOMOTIVOS EIRELI -EPP,RADNAQ,O,4582.03,2762.81,194.88,332,15,1571.38,917.43,135.54,104,7
00946,RADQUIM PRODUTOS AUTOMOTIVOS EIRELI -EPP,RADNAQ,Q,268.80,264.25,5.64,35,1,107.52,105.70,3.76,14,1
00946,RADQUIM PRODUTOS AUTOMOTIVOS EIRELI -EPP,RADNAQ,,28318.94,26986.60,1522.82,2096,198,13162.42,12669.95,535.82,966,94
00961,ENGATCAR INDUSTRIA DE AUTO PECAS LTDA,ENGATCAR,B,56.94,32.58,2.51,6,1,0.00,0.00,0.00,0,0
00961,ENGATCAR INDUSTRIA DE AUTO PECAS LTDA,ENGATCAR,E,281.54,188.89,9.84,24,2,221.30,137.52,8.11,25,3
00961,ENGATCAR INDUSTRIA DE AUTO PECAS LTDA,ENGATCAR,K,10030.59,6988.94,449.77,779,69,3803.83,2511.59,176.40,343,35
00961,ENGATCAR INDUSTRIA DE AUTO PECAS LTDA,ENGATCAR,M,88.65,59.93,3.25,10,1,42.20,25.86,1.91,5,1
00961,ENGATCAR INDUSTRIA DE AUTO PECAS LTDA,ENGATCAR,O,448.10,302.73,25.67,51,7,568.38,357.81,112.75,20,3
00961,ENGATCAR INDUSTRIA DE AUTO PECAS LTDA,ENGATCAR,Q,1805.71,1374.06,42.47,133,8,258.30,189.09,7.48,21,4
00961,ENGATCAR INDUSTRIA DE AUTO PECAS LTDA,ENGATCAR,U,1172.36,853.39,9.61,102,2,319.25,259.32,1.33,25,1
00961,ENGATCAR INDUSTRIA DE AUTO PECAS LTDA,ENGATCAR,,1996.13,1329.22,180.16,157,24,167.50,97.47,23.60,16,4
00990,FORCECAR AUTOMOTIVE,DPL,B,661.78,639.48,49.99,9,2,0.00,0.00,0.00,0,0
00990,FORCECAR AUTOMOTIVE,DPL,E,5344.31,3607.84,1018.49,73,20,2165.16,1345.41,345.01,26,9
00990,FORCECAR AUTOMOTIVE,DPL,F,4914.72,3376.66,949.66,39,17,204.34,175.84,77.92,3,3
00990,FORCECAR AUTOMOTIVE,DPL,I,868.47,548.18,171.35,8,5,1066.90,645.63,291.54,9,6
00990,FORCECAR AUTOMOTIVE,DPL,K,59695.92,44711.28,9882.21,646,260,16832.55,12211.49,3435.97,180,100
00990,FORCECAR AUTOMOTIVE,DPL,M,874.93,784.09,183.67,15,3,517.83,477.92,132.81,6,3
00990,FORCECAR AUTOMOTIVE,DPL,N,929.22,823.13,189.13,14,1,240.37,223.60,52.85,6,2
00990,FORCECAR AUTOMOTIVE,DPL,O,9300.54,6298.50,1425.32,114,29,2722.62,1921.50,560.16,38,11
00990,FORCECAR AUTOMOTIVE,DPL,Q,671.19,445.41,137.21,3,3,472.94,293.21,116.46,2,2
00990,FORCECAR AUTOMOTIVE,DPL,U,122.42,82.23,28.43,1,1,0.00,0.00,0.00,0,0
00990,FORCECAR AUTOMOTIVE,DPL,,25443.80,21020.69,5121.92,285,123,5125.77,4412.55,1365.54,66,42
01045,3M DO BRASIL LTDA,3M,B,32.96,16.24,1.51,8,1,0.00,0.00,0.00,0,0
01045,3M DO BRASIL LTDA,3M,E,18.00,8.15,1.48,5,1,0.00,0.00,0.00,0,0
01045,3M DO BRASIL LTDA,3M,F,15.98,16.40,7.26,1,1,0.00,0.00,0.00,0,0
01045,3M DO BRASIL LTDA,3M,I,39.39,32.80,20.76,2,2,0.00,0.00,0.00,0,0
01045,3M DO BRASIL LTDA,3M,K,1497.39,1463.07,137.62,123,24,523.28,515.04,60.17,44,9
01045,3M DO BRASIL LTDA,3M,O,270.96,301.53,3.94,27,2,0.00,0.00,0.00,0,0
01045,3M DO BRASIL LTDA,3M,,1507.90,1486.92,194.74,133,26,367.43,269.35,95.01,34,12
01059,D.S. SCHIAVETTO E CIA LTDA,DS,E,2623.27,1758.02,344.61,110,20,241.30,153.07,18.95,13,3
01059,D.S. SCHIAVETTO E CIA LTDA,DS,F,290.49,202.69,75.82,9,5,111.40,91.34,37.63,3,2
01059,D.S. SCHIAVETTO E CIA LTDA,DS,I,50.47,28.04,19.00,3,3,0.00,0.00,0.00,0,0
01059,D.S. SCHIAVETTO E CIA LTDA,DS,K,13383.19,9634.93,2708.21,427,196,3684.17,2623.33,809.80,113,79
01059,D.S. SCHIAVETTO E CIA LTDA,DS,M,402.59,280.34,125.71,5,2,64.77,50.81,15.85,1,1
01059,D.S. SCHIAVETTO E CIA LTDA,DS,N,180.64,141.28,29.16,3,1,238.53,184.15,60.67,3,1
01059,D.S. SCHIAVETTO E CIA LTDA,DS,O,2532.48,1708.23,415.43,85,23,365.70,228.79,84.11,14,9
01059,D.S. SCHIAVETTO E CIA LTDA,DS,Q,134.54,92.63,11.96,6,2,125.71,81.56,32.09,2,1
01059,D.S. SCHIAVETTO E CIA LTDA,DS,U,417.76,253.81,100.48,12,1,0.00,0.00,0.00,0,0
01059,D.S. SCHIAVETTO E CIA LTDA,DS,,5129.29,3874.11,1262.66,112,64,1628.08,1210.36,431.75,44,28
01404,KLAUS DRIFT IND.E COM.DE PROD.AUTOM.LTDA,DRIFT/CEBI,B,155.59,112.64,30.47,7,2,18.98,12.39,5.01,1,1
01404,KLAUS DRIFT IND.E COM.DE PROD.AUTOM.LTDA,DRIFT/CEBI,E,106.24,61.74,22.86,3,2,124.10,72.25,30.68,3,2
01404,KLAUS DRIFT IND.E COM.DE PROD.AUTOM.LTDA,DRIFT/CEBI,F,82.66,58.01,24.50,1,1,0.00,0.00,0.00,0,0
01404,KLAUS DRIFT IND.E COM.DE PROD.AUTOM.LTDA,DRIFT/CEBI,K,4287.68,3033.14,905.15,131,62,1543.62,974.75,403.86,22,18
01404,KLAUS DRIFT IND.E COM.DE PROD.AUTOM.LTDA,DRIFT/CEBI,O,213.78,118.40,45.70,6,2,31.74,16.64,9.87,1,1
01404,KLAUS DRIFT IND.E COM.DE PROD.AUTOM.LTDA,DRIFT/CEBI,Q,342.91,194.22,53.15,11,4,0.00,0.00,0.00,0,0
01404,KLAUS DRIFT IND.E COM.DE PROD.AUTOM.LTDA,DRIFT/CEBI,U,120.31,70.61,16.04,5,2,0.00,0.00,0.00,0,0
01404,KLAUS DRIFT IND.E COM.DE PROD.AUTOM.LTDA,DRIFT/CEBI,,5094.67,3779.26,1091.64,121,38,617.07,406.68,115.43,21,11
01652,MAGNETI MARELLI COFAP FAB. DE PECAS LTDA,COFAP,B,4900.45,4026.14,905.01,114,12,2225.36,1825.55,343.48,94,9
01652,MAGNETI MARELLI COFAP FAB. DE PECAS LTDA,COFAP,E,91798.97,76115.78,4857.88,1957,48,25076.11,20050.11,1754.82,509,39
01652,MAGNETI MARELLI COFAP FAB. DE PECAS LTDA,COFAP,F,32470.99,24001.02,6111.57,535,62,5609.50,3505.59,1829.39,50,23
01652,MAGNETI MARELLI COFAP FAB. DE PECAS LTDA,COFAP,I,12129.33,7774.74,4487.71,122,64,3550.21,2180.30,1286.28,40,24
01652,MAGNETI MARELLI COFAP FAB. DE PECAS LTDA,COFAP,J,1262.47,983.61,183.63,21,3,428.33,332.89,122.92,2,1
01652,MAGNETI MARELLI COFAP FAB. DE PECAS LTDA,COFAP,K,706335.95,541543.75,98037.96,12866,1103,188634.95,141407.61,30514.77,3299,665
01652,MAGNETI MARELLI COFAP FAB. DE PECAS LTDA,COFAP,M,2087.26,1756.90,309.69,44,4,1421.65,1279.31,281.31,20,3
01652,MAGNETI MARELLI COFAP FAB. DE PECAS LTDA,COFAP,N,8159.94,7292.90,867.50,190,2,4152.80,3841.35,513.62,70,2
01652,MAGNETI MARELLI COFAP FAB. DE PECAS LTDA,COFAP,O,78648.16,62421.84,5937.50,1463,57,25420.40,19858.10,2076.75,538,42
01652,MAGNETI MARELLI COFAP FAB. DE PECAS LTDA,COFAP,Q,3877.40,2895.08,347.58,109,12,1856.24,1284.33,215.96,74,9
01652,MAGNETI MARELLI COFAP FAB. DE PECAS LTDA,COFAP,U,4519.96,3325.92,482.72,103,4,3502.64,2531.36,406.40,75,3
01652,MAGNETI MARELLI COFAP FAB. DE PECAS LTDA,COFAP,,221350.83,179170.35,39259.27,3721,395,59132.80,46603.76,11824.57,1246,238
02334,VMAK GLOBAL IMPORTS LTDA,VMAK,B,1381.82,1155.12,260.22,36,3,56.55,47.26,15.00,1,1
02334,VMAK GLOBAL IMPORTS LTDA,VMAK,E,1088.24,670.74,152.84,25,7,0.00,0.00,0.00,0,0
02334,VMAK GLOBAL IMPORTS LTDA,VMAK,F,1887.83,1409.63,300.20,43,8,0.00,0.00,0.00,0,0
02334,VMAK GLOBAL IMPORTS LTDA,VMAK,I,240.44,131.72,109.60,4,4,68.59,34.10,36.64,1,1
02334,VMAK GLOBAL IMPORTS LTDA,VMAK,J,738.56,590.05,47.73,28,2,0.00,0.00,0.00,0,0
02334,VMAK GLOBAL IMPORTS LTDA,VMAK,K,13397.10,9662.35,2532.50,342,157,860.98,607.57,209.83,21,16
02334,VMAK GLOBAL IMPORTS LTDA,VMAK,M,162.56,139.99,39.83,4,2,0.00,0.00,0.00,0,0
02334,VMAK GLOBAL IMPORTS LTDA,VMAK,N,81.96,70.58,10.04,2,1,0.00,0.00,0.00,0,0
02334,VMAK GLOBAL IMPORTS LTDA,VMAK,O,495.13,305.19,132.58,11,6,51.74,29.91,15.81,1,1
02334,VMAK GLOBAL IMPORTS LTDA,VMAK,Q,0.00,0.00,0.00,0,0,100.06,57.82,15.31,2,1
02334,VMAK GLOBAL IMPORTS LTDA,VMAK,U,20.70,12.76,5.55,1,1,0.00,0.00,0.00,0,0
02334,VMAK GLOBAL IMPORTS LTDA,VMAK,,8625.31,7225.08,1502.00,221,65,979.15,798.93,207.56,30,14
02366,BOBINAUTO INDUSTRIA E COMERCIO LTDA,BOBINAUTO,E,169.07,87.59,62.46,1,1,0.00,0.00,0.00,0,0
02366,BOBINAUTO INDUSTRIA E COMERCIO LTDA,BOBINAUTO,K,960.63,587.05,267.19,6,6,0.00,0.00,0.00,0,0
02525,AUMOVIO AUTOMOTIVE SPARE PA.IND.TRA.LTDA,ATE/VDO,B,166.26,101.84,28.33,3,2,0.00,0.00,0.00,0,0
02525,AUMOVIO AUTOMOTIVE SPARE PA.IND.TRA.LTDA,ATE/VDO,E,3819.92,2601.75,555.07,26,12,2093.29,1419.85,318.22,29,9
02525,AUMOVIO AUTOMOTIVE SPARE PA.IND.TRA.LTDA,ATE/VDO,F,2740.13,2227.46,605.55,31,17,1266.16,1002.86,372.22,7,6
02525,AUMOVIO AUTOMOTIVE SPARE PA.IND.TRA.LTDA,ATE/VDO,I,1198.99,716.11,485.71,3,3,828.42,489.15,348.82,2,2
02525,AUMOVIO AUTOMOTIVE SPARE PA.IND.TRA.LTDA,ATE/VDO,J,0.00,0.00,0.00,0,0,334.68,321.92,59.08,2,1
02525,AUMOVIO AUTOMOTIVE SPARE PA.IND.TRA.LTDA,ATE/VDO,K,50209.87,39389.79,10034.41,524,227,23799.53,18073.57,4520.56,326,147
02525,AUMOVIO AUTOMOTIVE SPARE PA.IND.TRA.LTDA,ATE/VDO,M,592.30,462.53,129.27,7,3,0.00,0.00,0.00,0,0
02525,AUMOVIO AUTOMOTIVE SPARE PA.IND.TRA.LTDA,ATE/VDO,N,645.75,561.97,123.56,8,2,177.78,157.80,7.27,6,1
02525,AUMOVIO AUTOMOTIVE SPARE PA.IND.TRA.LTDA,ATE/VDO,O,4886.52,3339.62,916.03,57,21,4095.74,2793.49,620.31,68,17
02525,AUMOVIO AUTOMOTIVE SPARE PA.IND.TRA.LTDA,ATE/VDO,Q,1017.40,686.91,180.50,8,3,103.13,62.92,27.33,2,2
02525,AUMOVIO AUTOMOTIVE SPARE PA.IND.TRA.LTDA,ATE/VDO,U,207.84,142.17,15.33,3,1,102.10,62.29,13.52,2,1
02525,AUMOVIO AUTOMOTIVE SPARE PA.IND.TRA.LTDA,ATE/VDO,,19605.04,15861.28,4308.47,261,111,8963.42,7258.49,1832.53,143,69
02530,BASTOS JUNTAS IND. DE AUTO PECAS LTDA,BASTOS,B,928.46,608.72,219.47,16,7,68.87,41.63,11.10,3,2
02530,BASTOS JUNTAS IND. DE AUTO PECAS LTDA,BASTOS,E,5291.76,3316.50,690.56,236,18,3029.63,1766.49,637.53,57,18
02530,BASTOS JUNTAS IND. DE AUTO PECAS LTDA,BASTOS,F,9677.01,5422.20,2825.37,177,38,2512.29,1350.96,748.23,73,17
02530,BASTOS JUNTAS IND. DE AUTO PECAS LTDA,BASTOS,I,4164.82,1860.88,1687.42,40,29,1151.00,522.41,434.07,26,8
02530,BASTOS JUNTAS IND. DE AUTO PECAS LTDA,BASTOS,J,85.18,53.02,21.79,2,1,0.00,0.00,0.00,0,0
02530,BASTOS JUNTAS IND. DE AUTO PECAS LTDA,BASTOS,K,79067.29,48754.72,16942.58,2640,425,32213.94,19281.26,7010.20,921,236
02530,BASTOS JUNTAS IND. DE AUTO PECAS LTDA,BASTOS,M,661.65,409.39,160.04,14,3,739.78,448.46,186.11,9,3
02530,BASTOS JUNTAS IND. DE AUTO PECAS LTDA,BASTOS,N,1745.92,1084.46,277.94,77,2,1340.61,802.96,333.73,15,2
02530,BASTOS JUNTAS IND. DE AUTO PECAS LTDA,BASTOS,O,3746.14,2338.53,660.42,90,27,1797.84,1022.43,341.64,65,12
02530,BASTOS JUNTAS IND. DE AUTO PECAS LTDA,BASTOS,U,144.06,91.39,29.38,2,1,0.00,0.00,0.00,0,0
02530,BASTOS JUNTAS IND. DE AUTO PECAS LTDA,BASTOS,,44112.16,26427.71,10940.72,1067,205,16664.00,9953.30,4165.56,403,123
02613,GMB AUTOMOTIVE,GMB,B,266.54,197.04,76.87,2,2,224.56,168.09,65.24,1,1
02613,GMB AUTOMOTIVE,GMB,E,1181.74,841.27,308.08,12,4,1222.30,762.00,402.38,7,7
02613,GMB AUTOMOTIVE,GMB,F,4895.04,3474.29,1465.42,40,23,1670.58,1164.79,549.29,15,7
02613,GMB AUTOMOTIVE,GMB,I,2991.93,1754.84,1263.96,14,11,520.37,308.42,218.87,2,2
02613,GMB AUTOMOTIVE,GMB,J,24.23,15.23,6.21,1,1,0.00,0.00,0.00,0,0
02613,GMB AUTOMOTIVE,GMB,K,51299.73,37958.57,13435.70,373,172,15771.04,11379.74,4187.83,140,82
02613,GMB AUTOMOTIVE,GMB,M,799.85,618.70,217.46,4,2,548.50,417.02,149.18,2,1
02613,GMB AUTOMOTIVE,GMB,N,1493.80,1034.69,429.89,14,1,521.59,394.08,141.47,4,1
02613,GMB AUTOMOTIVE,GMB,O,4039.27,2542.12,1173.20,14,10,1017.78,584.60,334.83,9,5
02613,GMB AUTOMOTIVE,GMB,,34450.33,26016.54,9434.94,246,128,10951.80,8296.90,2991.12,89,62
02631,WILLTEC IND E COM LTDA,WILLTEC,K,258.76,177.96,76.30,1,1,0.00,0.00,0.00,0,0
02673,TECLUB IND. E COM. DE LUBRIFICANTES LTDA,MAXON,B,4569.83,1480.67,65.06,225,5,0.00,0.00,0.00,0,0
02673,TECLUB IND. E COM. DE LUBRIFICANTES LTDA,MAXON,E,69382.07,20646.74,334.21,4022,16,8072.68,2258.22,66.46,314,7
02673,TECLUB IND. E COM. DE LUBRIFICANTES LTDA,MAXON,F,67600.69,23097.13,1671.25,3604,65,2136.60,1484.73,151.34,67,7
02673,TECLUB IND. E COM. DE LUBRIFICANTES LTDA,MAXON,I,16300.77,12227.76,1125.59,669,81,2268.90,1593.95,229.79,56,15
02673,TECLUB IND. E COM. DE LUBRIFICANTES LTDA,MAXON,J,1839.96,1082.01,12.94,116,1,4169.16,1225.08,47.12,146,1
02673,TECLUB IND. E COM. DE LUBRIFICANTES LTDA,MAXON,K,1081805.19,354517.95,19162.06,56309,701,263089.59,83564.60,4643.98,9521,246
02673,TECLUB IND. E COM. DE LUBRIFICANTES LTDA,MAXON,M,2456.64,612.92,12.56,96,1,0.00,0.00,0.00,0,0
02673,TECLUB IND. E COM. DE LUBRIFICANTES LTDA,MAXON,N,32818.56,9447.27,106.98,1968,2,0.00,0.00,0.00,0,0
02673,TECLUB IND. E COM. DE LUBRIFICANTES LTDA,MAXON,O,90048.80,24502.81,1160.71,4698,29,14954.72,3942.15,217.69,500,10
02673,TECLUB IND. E COM. DE LUBRIFICANTES LTDA,MAXON,Q,1082.68,280.04,17.86,52,3,0.00,0.00,0.00,0,0
02673,TECLUB IND. E COM. DE LUBRIFICANTES LTDA,MAXON,U,562.54,142.71,18.34,26,1,0.00,0.00,0.00,0,0
02673,TECLUB IND. E COM. DE LUBRIFICANTES LTDA,MAXON,,173050.72,108621.11,7093.57,8915,287,63413.90,28346.22,1393.08,2261,80
02727,NEWMAX IND E COM DE AUTO PECAS LTDA,NEWMAX,K,3237.41,2559.28,432.35,21,8,0.00,0.00,0.00,0,0
02727,NEWMAX IND E COM DE AUTO PECAS LTDA,NEWMAX,,448.80,326.45,151.98,3,3,1161.29,932.00,149.55,9,2
02778,ISAPA IMPORTACAO E COMERCIO LTDA,ISAPA,K,1046.05,646.01,273.22,1,1,963.30,768.43,279.15,1,1
02778,ISAPA IMPORTACAO E COMERCIO LTDA,ISAPA,M,322.36,253.07,97.19,1,1,0.00,0.00,0.00,0,0
02778,ISAPA IMPORTACAO E COMERCIO LTDA,ISAPA,N,264.21,221.60,68.34,2,1,657.57,557.13,165.55,1,1
02778,ISAPA IMPORTACAO E COMERCIO LTDA,ISAPA,,1352.56,1010.88,337.67,19,3,0.00,0.00,0.00,0,0
02813,TOTAL BRASIL DISTRIBUIDORA LTDA,TOTAL,F,4645.89,5181.17,291.69,140,16,911.30,978.40,87.72,20,5
02813,TOTAL BRASIL DISTRIBUIDORA LTDA,TOTAL,I,1804.12,1365.15,182.87,35,10,1172.25,876.84,114.98,14,4
02813,TOTAL BRASIL DISTRIBUIDORA LTDA,TOTAL,J,557.28,740.16,4.06,24,1,1296.24,1721.52,9.44,24,1
02813,TOTAL BRASIL DISTRIBUIDORA LTDA,TOTAL,K,72259.97,79133.89,2590.98,2328,133,25826.30,28879.30,873.59,590,43
02813,TOTAL BRASIL DISTRIBUIDORA LTDA,TOTAL,O,844.40,426.07,49.49,20,3,255.52,121.80,19.58,4,1
02813,TOTAL BRASIL DISTRIBUIDORA LTDA,TOTAL,,32789.60,39041.64,1777.07,1074,91,14512.70,16276.70,799.57,327,36
02893,GTOIL DO BRASIL - EIRELI,GTOIL,B,165.36,200.40,2.68,12,1,126.48,108.52,12.66,4,1
02893,GTOIL DO BRASIL - EIRELI,GTOIL,F,2067.11,1999.69,140.50,125,10,1411.55,1195.44,177.11,50,10
02893,GTOIL DO BRASIL - EIRELI,GTOIL,I,654.36,394.05,110.67,25,9,1351.62,1102.20,34.74,55,3
02893,GTOIL DO BRASIL - EIRELI,GTOIL,J,311.28,377.28,5.02,24,1,0.00,0.00,0.00,0,0
02893,GTOIL DO BRASIL - EIRELI,GTOIL,K,34797.70,41418.78,650.71,2578,71,13636.08,15237.61,621.14,661,45
02893,GTOIL DO BRASIL - EIRELI,GTOIL,N,1144.00,1382.96,6.35,88,1,0.00,0.00,0.00,0,0
02893,GTOIL DO BRASIL - EIRELI,GTOIL,,30959.19,33792.47,1109.57,2154,78,21407.24,22445.99,1419.51,927,81
02916,SUN SIMON COM.IMP.EXP.PARTES E P.AU.LTDA,AUTSTAR,B,3286.59,2332.30,882.59,22,5,467.68,307.10,159.84,2,2
02916,SUN SIMON COM.IMP.EXP.PARTES E P.AU.LTDA,AUTSTAR,E,14496.76,8586.93,3741.88,110,26,3203.49,1982.45,678.34,26,11
02916,SUN SIMON COM.IMP.EXP.PARTES E P.AU.LTDA,AUTSTAR,F,9451.76,6682.50,2900.45,74,37,4449.15,3147.10,1459.56,33,17
02916,SUN SIMON COM.IMP.EXP.PARTES E P.AU.LTDA,AUTSTAR,I,7079.19,4098.00,2879.45,35,29,1144.90,590.78,490.62,7,6
02916,SUN SIMON COM.IMP.EXP.PARTES E P.AU.LTDA,AUTSTAR,J,55.92,47.12,13.71,1,1,55.92,47.12,13.71,1,1
02916,SUN SIMON COM.IMP.EXP.PARTES E P.AU.LTDA,AUTSTAR,K,210948.33,146308.33,54464.69,1514,534,63802.58,41943.90,18512.00,462,261
02916,SUN SIMON COM.IMP.EXP.PARTES E P.AU.LTDA,AUTSTAR,M,5161.31,4319.76,1249.37,43,4,1917.63,1567.29,485.10,13,2
02916,SUN SIMON COM.IMP.EXP.PARTES E P.AU.LTDA,AUTSTAR,N,4419.35,3793.82,998.82,51,2,2010.30,1709.52,449.92,18,2
02916,SUN SIMON COM.IMP.EXP.PARTES E P.AU.LTDA,AUTSTAR,O,19181.16,11263.20,4926.91,137,35,4183.60,2323.48,1179.00,34,16
02916,SUN SIMON COM.IMP.EXP.PARTES E P.AU.LTDA,AUTSTAR,Q,500.28,291.65,122.89,4,2,0.00,0.00,0.00,0,0
02916,SUN SIMON COM.IMP.EXP.PARTES E P.AU.LTDA,AUTSTAR,,62660.41,48655.00,16603.81,501,188,19482.04,15307.78,5346.00,155,103
02918,SHOCKLIGHT COM IMP EXP P.PECAS AUT. LTDA,SHOCKLIGHT,B,1634.79,1059.04,120.99,68,2,111.14,73.82,12.72,7,1
02918,SHOCKLIGHT COM IMP EXP P.PECAS AUT. LTDA,SHOCKLIGHT,E,1715.70,982.83,155.57,78,9,66.48,44.28,2.78,6,1
02918,SHOCKLIGHT COM IMP EXP P.PECAS AUT. LTDA,SHOCKLIGHT,F,1121.53,716.83,182.63,37,4,324.29,184.99,44.98,11,2
02918,SHOCKLIGHT COM IMP EXP P.PECAS AUT. LTDA,SHOCKLIGHT,I,100.75,45.49,40.33,3,3,91.53,42.50,35.76,3,1
02918,SHOCKLIGHT COM IMP EXP P.PECAS AUT. LTDA,SHOCKLIGHT,J,0.00,0.00,0.00,0,0,318.36,268.32,26.00,6,1
02918,SHOCKLIGHT COM IMP EXP P.PECAS AUT. LTDA,SHOCKLIGHT,K,11835.40,7567.99,1836.51,483,94,3767.60,2466.67,745.28,124,40
02918,SHOCKLIGHT COM IMP EXP P.PECAS AUT. LTDA,SHOCKLIGHT,M,1051.69,641.71,60.15,45,2,743.34,498.90,33.27,41,3
02918,SHOCKLIGHT COM IMP EXP P.PECAS AUT. LTDA,SHOCKLIGHT,O,734.53,403.54,141.10,25,10,0.00,0.00,0.00,0,0
02918,SHOCKLIGHT COM IMP EXP P.PECAS AUT. LTDA,SHOCKLIGHT,Q,479.48,281.58,50.52,10,4,0.00,0.00,0.00,0,0
02918,SHOCKLIGHT COM IMP EXP P.PECAS AUT. LTDA,SHOCKLIGHT,U,1512.13,863.25,287.95,34,3,0.00,0.00,0.00,0,0
02918,SHOCKLIGHT COM IMP EXP P.PECAS AUT. LTDA,SHOCKLIGHT,,12382.61,8371.66,1482.64,601,64,4091.76,2693.37,562.43,196,31
02927,FRAS-LE S/A FREMAX,FREMAX,E,3433.00,2792.00,182.42,23,8,698.26,512.27,67.77,4,2
02927,FRAS-LE S/A FREMAX,FREMAX,F,3587.88,2643.13,572.59,22,11,2019.30,1315.98,365.12,10,5
02927,FRAS-LE S/A FREMAX,FREMAX,I,841.56,498.48,176.33,4,2,1134.70,660.04,242.05,6,2
02927,FRAS-LE S/A FREMAX,FREMAX,J,168.72,157.22,12.82,2,1,205.98,184.82,18.32,2,1
02927,FRAS-LE S/A FREMAX,FREMAX,K,84014.28,66053.98,8832.71,578,189,22636.50,17775.12,2254.83,162,58
02927,FRAS-LE S/A FREMAX,FREMAX,N,451.66,420.92,34.32,4,2,0.00,0.00,0.00,0,0
02927,FRAS-LE S/A FREMAX,FREMAX,O,7953.85,6434.58,501.41,59,15,2457.50,1879.14,203.00,18,4
02927,FRAS-LE S/A FREMAX,FREMAX,,16486.01,13153.44,2031.61,125,48,11916.96,9404.36,1475.98,64,21
02932,GOOP DISTRIB AUTOMOTIVA LTDA,TAKAO,B,8873.78,7013.71,1531.14,123,7,1823.65,1362.89,364.28,21,5
02932,GOOP DISTRIB AUTOMOTIVA LTDA,TAKAO,E,40013.03,31844.97,2475.95,2039,31,11912.87,9186.46,904.11,804,14
02932,GOOP DISTRIB AUTOMOTIVA LTDA,TAKAO,F,46362.56,33092.45,9375.29,810,62,11715.32,8382.73,2789.90,199,23
02932,GOOP DISTRIB AUTOMOTIVA LTDA,TAKAO,I,29305.75,16701.95,8766.34,389,60,10175.65,5718.76,3175.13,116,20
02932,GOOP DISTRIB AUTOMOTIVA LTDA,TAKAO,J,630.39,525.34,77.01,6,2,53.33,36.68,14.07,1,1
02932,GOOP DISTRIB AUTOMOTIVA LTDA,TAKAO,K,655883.08,507126.36,92228.85,14551,638,167901.33,125791.60,26751.10,3942,342
02932,GOOP DISTRIB AUTOMOTIVA LTDA,TAKAO,M,10889.10,9395.71,1588.79,135,4,3103.00,2699.22,490.63,63,4
