codfor,fornecedor,fantasia,sigla,a_vl,a_cmv,a_mc,a_qtde,a_cli,d_vl,d_cmv,d_mc,d_qtde,d_cli
00435,AUTOPOLI INDUSTRIA E COMERCIO LTDA,AUTOPOLI,M,96.00,55.50,1.66,30,2,0.00,0.00,0.00,0,0
00435,AUTOPOLI INDUSTRIA E COMERCIO LTDA,AUTOPOLI,O,148.37,73.50,41.20,1,1,132.45,69.20,13.96,9,1
00435,AUTOPOLI INDUSTRIA E COMERCIO LTDA,AUTOPOLI,Q,69.36,34.36,3.21,6,1,0.00,0.00,0.00,0,0
00435,AUTOPOLI INDUSTRIA E COMERCIO LTDA,AUTOPOLI,U,130.06,64.43,7.25,10,1,103.30,54.57,3.21,20,2
00435,AUTOPOLI INDUSTRIA E COMERCIO LTDA,AUTOPOLI,,1119.50,645.93,109.32,164,19,14.08,8.19,3.59,1,1
00436,AUTOMAXX INDUSTRIA DE AUTO PARTS LTDA,AUTOMAXX,E,205.72,123.89,63.31,1,1,206.10,108.28,78.42,1,1
00436,AUTOMAXX INDUSTRIA DE AUTO PARTS LTDA,AUTOMAXX,F,288.66,180.57,82.44,1,1,0.00,0.00,0.00,0,0
00436,AUTOMAXX INDUSTRIA DE AUTO PARTS LTDA,AUTOMAXX,K,2018.61,1308.77,570.05,8,6,657.56,459.91,227.30,2,2
00436,AUTOMAXX INDUSTRIA DE AUTO PARTS LTDA,AUTOMAXX,O,246.98,148.73,76.00,1,1,0.00,0.00,0.00,0,0
00436,AUTOMAXX INDUSTRIA DE AUTO PARTS LTDA,AUTOMAXX,,1219.48,865.07,381.08,5,5,0.00,0.00,0.00,0,0
00440,FRASLE MOBILITY SOROCABA LTDA,JURID,B,1083.46,862.13,239.92,10,4,481.12,354.38,127.50,4,4
00440,FRASLE MOBILITY SOROCABA LTDA,JURID,E,11138.81,9292.67,796.02,142,22,3276.74,2646.30,374.63,34,11
00440,FRASLE MOBILITY SOROCABA LTDA,JURID,F,6915.65,5421.71,1472.02,72,34,996.45,702.77,313.64,9,8
00440,FRASLE MOBILITY SOROCABA LTDA,JURID,I,4169.22,2499.77,1730.74,29,28,351.13,214.67,142.42,3,2
00440,FRASLE MOBILITY SOROCABA LTDA,JURID,J,87.51,70.65,21.45,1,1,1311.95,1179.90,179.76,8,3
00440,FRASLE MOBILITY SOROCABA LTDA,JURID,K,216338.03,169337.26,41097.09,2354,602,71211.97,54073.38,14909.71,675,305
00440,FRASLE MOBILITY SOROCABA LTDA,JURID,M,436.52,374.45,102.66,4,2,0.00,0.00,0.00,0,0
00440,FRASLE MOBILITY SOROCABA LTDA,JURID,N,655.85,613.43,98.00,6,1,539.02,505.99,79.17,4,1
00440,FRASLE MOBILITY SOROCABA LTDA,JURID,O,16262.09,13410.04,1660.25,176,35,6716.33,5373.52,524.19,66,15
00440,FRASLE MOBILITY SOROCABA LTDA,JURID,Q,186.08,141.88,31.10,2,1,0.00,0.00,0.00,0,0
00440,FRASLE MOBILITY SOROCABA LTDA,JURID,,57701.54,45791.83,13408.39,584,208,20320.95,15889.74,5296.19,175,100
00441,HELLA DO BRASIL AUTOMOTIVE LTDA,HELLA,B,2828.47,2241.07,175.43,992,9,1743.34,1265.73,156.58,240,6
00441,HELLA DO BRASIL AUTOMOTIVE LTDA,HELLA,E,15715.87,12093.50,1148.48,1385,28,4827.90,3567.36,384.16,261,18
00441,HELLA DO BRASIL AUTOMOTIVE LTDA,HELLA,F,9883.94,7293.61,1024.35,1625,42,2573.81,1752.77,373.14,171,9
00441,HELLA DO BRASIL AUTOMOTIVE LTDA,HELLA,I,2614.49,1456.56,602.02,120,20,648.63,402.15,144.41,75,7
00441,HELLA DO BRASIL AUTOMOTIVE LTDA,HELLA,J,14058.09,11690.81,21.57,5603,1,86.00,60.80,1.05,20,1
00441,HELLA DO BRASIL AUTOMOTIVE LTDA,HELLA,K,214975.21,165727.46,17245.72,37192,638,61027.23,46334.39,6027.46,9847,321
00441,HELLA DO BRASIL AUTOMOTIVE LTDA,HELLA,M,1587.33,1462.25,184.74,96,4,953.31,868.62,182.91,21,3
00441,HELLA DO BRASIL AUTOMOTIVE LTDA,HELLA,N,3490.08,2871.68,463.88,182,2,611.36,492.16,61.95,83,2
00441,HELLA DO BRASIL AUTOMOTIVE LTDA,HELLA,O,21580.86,16552.51,1376.10,2456,38,7979.26,6012.32,430.57,1226,27
00441,HELLA DO BRASIL AUTOMOTIVE LTDA,HELLA,Q,13388.72,10258.46,282.95,3581,15,5080.13,3690.88,205.42,1358,10
00441,HELLA DO BRASIL AUTOMOTIVE LTDA,HELLA,U,7310.31,5745.53,61.83,1293,3,1979.64,1453.90,101.04,216,4
00441,HELLA DO BRASIL AUTOMOTIVE LTDA,HELLA,,119535.34,97217.12,8597.46,24351,292,37992.80,30716.85,3045.95,9416,187
00444,ZF DO BRASIL LTDA,TRW,B,523.83,421.86,118.86,6,4,50.93,40.05,13.36,1,1
00444,ZF DO BRASIL LTDA,TRW,E,8113.35,6569.56,649.11,172,27,3190.85,2550.17,322.83,60,15
00444,ZF DO BRASIL LTDA,TRW,F,6684.17,4705.66,1561.32,75,21,296.69,206.86,78.89,6,5
00444,ZF DO BRASIL LTDA,TRW,I,3948.15,2232.48,1684.82,12,11,1791.09,1061.57,746.21,5,5
00444,ZF DO BRASIL LTDA,TRW,J,124.80,99.95,30.57,1,1,0.00,0.00,0.00,0,0
00444,ZF DO BRASIL LTDA,TRW,K,110536.12,86919.55,19820.56,1161,436,42955.12,32606.37,8136.80,473,219
00444,ZF DO BRASIL LTDA,TRW,M,575.58,505.30,122.49,6,3,329.27,293.27,77.26,3,1
00444,ZF DO BRASIL LTDA,TRW,N,1808.07,1725.39,236.07,24,2,799.88,770.61,111.72,9,2
00444,ZF DO BRASIL LTDA,TRW,O,9363.43,7695.78,901.29,133,33,2778.01,2125.80,340.63,53,17
00444,ZF DO BRASIL LTDA,TRW,U,910.50,658.15,172.36,3,1,0.00,0.00,0.00,0,0
00444,ZF DO BRASIL LTDA,TRW,,30958.69,24980.47,6723.29,367,145,12923.38,10688.36,2879.06,90,53
00445,SPAAL INDUSTRIA E COMERCIO LTDA,SPAAL,B,1341.58,891.45,362.07,20,10,396.22,341.55,106.28,6,5
00445,SPAAL INDUSTRIA E COMERCIO LTDA,SPAAL,E,29625.31,20657.25,3429.55,890,38,7097.44,4973.09,1033.64,164,23
00445,SPAAL INDUSTRIA E COMERCIO LTDA,SPAAL,F,14607.45,9148.66,3620.82,329,59,2446.59,1442.62,797.89,38,23
00445,SPAAL INDUSTRIA E COMERCIO LTDA,SPAAL,I,2845.49,1656.50,1044.68,46,25,409.74,212.01,160.31,10,8
00445,SPAAL INDUSTRIA E COMERCIO LTDA,SPAAL,J,48.02,29.12,12.55,1,1,0.00,0.00,0.00,0,0
00445,SPAAL INDUSTRIA E COMERCIO LTDA,SPAAL,K,239367.61,158207.03,49846.60,5802,767,83056.56,52946.75,19201.04,2048,462
00445,SPAAL INDUSTRIA E COMERCIO LTDA,SPAAL,M,1958.67,1385.99,414.05,48,4,565.12,419.89,100.01,9,2
00445,SPAAL INDUSTRIA E COMERCIO LTDA,SPAAL,N,4371.26,3391.06,593.65,141,2,2025.39,1471.43,300.62,50,1
00445,SPAAL INDUSTRIA E COMERCIO LTDA,SPAAL,O,21949.51,14858.33,3327.16,515,42,6080.25,3971.67,1017.61,142,29
00445,SPAAL INDUSTRIA E COMERCIO LTDA,SPAAL,Q,395.77,250.11,74.30,8,3,0.00,0.00,0.00,0,0
00445,SPAAL INDUSTRIA E COMERCIO LTDA,SPAAL,U,981.75,614.15,195.37,9,2,26.78,19.14,4.24,1,1
00445,SPAAL INDUSTRIA E COMERCIO LTDA,SPAAL,,84629.16,57858.54,19146.54,2094,313,21947.33,15458.60,4950.02,550,168
00446,FANIA COMERCIO E INDUSTRIA DE PECAS LTDA,FANIA,K,1048.18,826.59,330.76,5,4,162.70,134.86,47.14,2,1
00447,APLIC COMERCIO E IND DE AUTO PECAS LTDA,APLIC,E,1109.47,773.60,195.08,18,10,564.97,423.61,133.02,2,2
00447,APLIC COMERCIO E IND DE AUTO PECAS LTDA,APLIC,F,4541.03,3137.27,847.52,93,14,4849.09,3528.74,783.69,41,6
00447,APLIC COMERCIO E IND DE AUTO PECAS LTDA,APLIC,I,668.28,394.33,165.75,9,2,0.00,0.00,0.00,0,0
00447,APLIC COMERCIO E IND DE AUTO PECAS LTDA,APLIC,K,64971.85,49143.01,11254.32,1202,220,20915.90,15632.75,3676.00,404,91
00447,APLIC COMERCIO E IND DE AUTO PECAS LTDA,APLIC,N,638.44,508.59,92.19,21,2,287.42,221.48,63.09,9,1
00447,APLIC COMERCIO E IND DE AUTO PECAS LTDA,APLIC,O,1918.15,1301.23,381.84,41,13,1097.89,733.27,181.24,33,7
00447,APLIC COMERCIO E IND DE AUTO PECAS LTDA,APLIC,Q,195.84,117.11,57.67,3,2,0.00,0.00,0.00,0,0
00447,APLIC COMERCIO E IND DE AUTO PECAS LTDA,APLIC,,33201.15,25544.71,7744.28,342,100,12610.96,9856.71,2144.42,230,42
00449,INDUSTRIA METALURGICA ALLI LTDA,IMA,B,1430.56,1016.80,170.88,15,5,314.27,205.17,45.54,26,4
00449,INDUSTRIA METALURGICA ALLI LTDA,IMA,E,30072.77,22858.12,2408.78,490,33,11783.27,8593.82,1032.73,174,25
00449,INDUSTRIA METALURGICA ALLI LTDA,IMA,F,12297.71,8380.42,2386.33,316,46,3201.41,2021.51,895.45,72,19
00449,INDUSTRIA METALURGICA ALLI LTDA,IMA,I,5100.02,2512.36,1692.43,41,25,1905.71,963.87,674.05,15,11
00449,INDUSTRIA METALURGICA ALLI LTDA,IMA,J,44.69,30.52,11.24,1,1,112.22,75.90,14.46,2,1
00449,INDUSTRIA METALURGICA ALLI LTDA,IMA,K,229707.67,163212.85,33834.45,5510,697,73235.58,50326.27,12562.98,1715,394
00449,INDUSTRIA METALURGICA ALLI LTDA,IMA,M,334.67,281.91,70.07,5,3,545.41,463.18,102.82,4,2
00449,INDUSTRIA METALURGICA ALLI LTDA,IMA,N,2883.29,2449.08,345.91,46,2,1486.01,1424.25,145.31,28,2
00449,INDUSTRIA METALURGICA ALLI LTDA,IMA,O,21227.15,15444.50,2121.59,498,39,10890.66,7751.98,1251.68,185,33
00449,INDUSTRIA METALURGICA ALLI LTDA,IMA,Q,0.00,0.00,0.00,0,0,190.58,143.80,14.44,4,1
00449,INDUSTRIA METALURGICA ALLI LTDA,IMA,,80572.60,59716.10,15180.44,1723,267,24598.73,18170.58,4652.17,583,127
00451,METALURGICA SCHADEK LTDA,SCHADEK,B,1302.96,1053.13,181.06,19,7,174.07,110.81,42.59,2,2
00451,METALURGICA SCHADEK LTDA,SCHADEK,E,61534.15,48659.08,4370.94,978,40,18145.47,14545.49,1310.05,227,26
00451,METALURGICA SCHADEK LTDA,SCHADEK,F,19972.82,14386.66,4235.52,264,50,3848.34,2509.30,1209.41,29,19
00451,METALURGICA SCHADEK LTDA,SCHADEK,I,7789.92,4373.57,3267.04,38,30,2835.97,1631.82,1160.40,9,9
00451,METALURGICA SCHADEK LTDA,SCHADEK,J,167.93,122.13,41.71,3,2,0.00,0.00,0.00,0,0
00451,METALURGICA SCHADEK LTDA,SCHADEK,K,420268.51,323719.75,64735.29,4787,881,123445.20,92201.48,22063.24,1370,482
00451,METALURGICA SCHADEK LTDA,SCHADEK,M,2156.53,1809.94,420.30,20,4,404.54,366.97,72.82,4,2
00451,METALURGICA SCHADEK LTDA,SCHADEK,N,9390.71,8269.78,818.41,165,2,2063.31,1753.26,209.46,44,2
00451,METALURGICA SCHADEK LTDA,SCHADEK,O,46247.67,35799.99,4234.30,754,52,11845.93,8730.99,1308.77,195,31
00451,METALURGICA SCHADEK LTDA,SCHADEK,Q,853.51,616.93,107.70,14,5,101.55,78.01,19.13,3,2
00451,METALURGICA SCHADEK LTDA,SCHADEK,U,291.37,226.33,31.62,6,2,370.99,296.67,40.28,2,2
00451,METALURGICA SCHADEK LTDA,SCHADEK,,136712.92,107051.39,28554.77,1326,314,48480.93,38676.19,10164.77,457,178
00457,TECTRONICS SISTEMAS ELETRONICOS LTDA,FLEXITRON,E,71.94,44.56,8.81,2,1,0.00,0.00,0.00,0,0
00457,TECTRONICS SISTEMAS ELETRONICOS LTDA,FLEXITRON,K,1320.92,1192.53,276.93,17,9,720.07,683.79,183.54,8,6
00457,TECTRONICS SISTEMAS ELETRONICOS LTDA,FLEXITRON,O,108.70,107.08,26.62,1,1,0.00,0.00,0.00,0,0
00457,TECTRONICS SISTEMAS ELETRONICOS LTDA,FLEXITRON,,4348.33,4217.68,624.37,41,12,632.91,623.48,104.98,6,3
00461,SOFAPE FABRICANTE DE FILTROS S.A.,VOX,B,1263.96,943.88,217.03,71,6,236.47,157.03,52.74,13,7
00461,SOFAPE FABRICANTE DE FILTROS S.A.,VOX,E,33510.31,26749.84,1460.93,2889,30,8693.23,6721.94,404.36,783,20
00461,SOFAPE FABRICANTE DE FILTROS S.A.,VOX,F,11180.67,8214.97,1839.86,886,84,1389.94,900.53,455.09,84,29
00461,SOFAPE FABRICANTE DE FILTROS S.A.,VOX,I,5253.72,2933.99,1513.99,318,104,1260.19,705.13,435.63,64,28
00461,SOFAPE FABRICANTE DE FILTROS S.A.,VOX,J,513.67,420.62,41.75,42,1,466.32,334.01,42.99,19,1
00461,SOFAPE FABRICANTE DE FILTROS S.A.,VOX,K,346951.64,268062.29,29082.12,27102,784,87515.67,64266.00,9467.63,6336,453
00461,SOFAPE FABRICANTE DE FILTROS S.A.,VOX,M,766.68,639.09,78.66,57,4,247.38,213.60,44.62,13,3
00461,SOFAPE FABRICANTE DE FILTROS S.A.,VOX,N,7419.76,6194.48,510.93,641,2,3225.88,2453.94,292.37,250,2
00461,SOFAPE FABRICANTE DE FILTROS S.A.,VOX,O,37725.41,29161.23,2524.86,2575,46,7600.46,5641.48,702.81,463,29
00461,SOFAPE FABRICANTE DE FILTROS S.A.,VOX,Q,180.45,128.98,17.15,16,4,0.00,0.00,0.00,0,0
00461,SOFAPE FABRICANTE DE FILTROS S.A.,VOX,U,94.98,67.08,17.45,3,1,0.00,0.00,0.00,0,0
00461,SOFAPE FABRICANTE DE FILTROS S.A.,VOX,,145558.13,118404.70,14338.96,12514,417,32752.78,25394.21,4434.19,2588,269
00463,VALCLEI INDUSTRIA E COMERCIO LTDA,VALCLEI,B,731.28,615.39,193.49,11,4,508.12,343.28,109.62,10,3
00463,VALCLEI INDUSTRIA E COMERCIO LTDA,VALCLEI,E,10366.30,8027.85,972.22,209,30,3477.68,2558.99,464.49,50,16
00463,VALCLEI INDUSTRIA E COMERCIO LTDA,VALCLEI,F,4438.49,3398.70,979.53,77,26,1470.83,1129.11,456.64,18,13
00463,VALCLEI INDUSTRIA E COMERCIO LTDA,VALCLEI,I,975.82,632.58,374.71,11,10,664.15,347.03,279.98,3,3
00463,VALCLEI INDUSTRIA E COMERCIO LTDA,VALCLEI,K,130865.25,97592.42,24101.83,2156,583,46108.96,32841.56,9708.51,755,329
00463,VALCLEI INDUSTRIA E COMERCIO LTDA,VALCLEI,M,1031.45,927.81,229.98,12,3,343.92,267.23,70.62,7,3
00463,VALCLEI INDUSTRIA E COMERCIO LTDA,VALCLEI,N,1047.23,961.71,120.61,25,2,700.33,804.87,98.09,9,1
00463,VALCLEI INDUSTRIA E COMERCIO LTDA,VALCLEI,O,12189.85,9122.30,1462.00,255,38,4587.38,3349.59,545.03,95,30
00463,VALCLEI INDUSTRIA E COMERCIO LTDA,VALCLEI,Q,589.28,408.13,97.23,7,3,0.00,0.00,0.00,0,0
00463,VALCLEI INDUSTRIA E COMERCIO LTDA,VALCLEI,U,347.57,230.99,55.40,7,2,187.80,120.70,25.81,6,3
00463,VALCLEI INDUSTRIA E COMERCIO LTDA,VALCLEI,,45359.61,36750.55,9338.92,702,195,19944.51,17026.10,3763.22,315,128
00465,PARAFLU DO BRASIL IND.DE P.QUIMICOS LTDA,PARAFLU,B,648.44,625.83,48.35,43,3,0.00,0.00,0.00,0,0
00465,PARAFLU DO BRASIL IND.DE P.QUIMICOS LTDA,PARAFLU,E,262.80,203.52,2.40,12,1,764.38,556.53,5.66,62,3
00465,PARAFLU DO BRASIL IND.DE P.QUIMICOS LTDA,PARAFLU,F,7032.96,5783.47,210.01,459,31,1560.68,1460.40,43.21,89,7
00465,PARAFLU DO BRASIL IND.DE P.QUIMICOS LTDA,PARAFLU,I,986.96,753.11,134.54,46,19,434.85,407.71,17.99,27,3
00465,PARAFLU DO BRASIL IND.DE P.QUIMICOS LTDA,PARAFLU,J,1494.00,1211.02,3.98,72,2,0.00,0.00,0.00,0,0
00465,PARAFLU DO BRASIL IND.DE P.QUIMICOS LTDA,PARAFLU,K,103451.65,91389.40,1681.39,6742,274,44195.91,40862.56,683.57,2832,139
00465,PARAFLU DO BRASIL IND.DE P.QUIMICOS LTDA,PARAFLU,M,875.18,707.34,5.22,61,2,0.00,0.00,0.00,0,0
00465,PARAFLU DO BRASIL IND.DE P.QUIMICOS LTDA,PARAFLU,N,3527.00,3057.18,28.08,194,2,2044.71,1916.87,12.04,107,2
00465,PARAFLU DO BRASIL IND.DE P.QUIMICOS LTDA,PARAFLU,O,3502.77,2634.80,45.34,203,8,386.91,211.22,34.86,23,3
00465,PARAFLU DO BRASIL IND.DE P.QUIMICOS LTDA,PARAFLU,Q,2099.88,1641.88,13.16,108,2,0.00,0.00,0.00,0,0
00465,PARAFLU DO BRASIL IND.DE P.QUIMICOS LTDA,PARAFLU,U,0.00,0.00,0.00,0,0,55.68,31.56,5.67,3,1
00465,PARAFLU DO BRASIL IND.DE P.QUIMICOS LTDA,PARAFLU,,34682.04,33855.45,1209.36,2137,126,18103.50,18388.82,383.20,1084,74
00466,LUK - EMBREAGEM,LUK,B,615.20,521.45,88.65,17,2,418.72,339.20,14.51,16,2
00466,LUK - EMBREAGEM,LUK,E,12687.21,9319.45,2367.04,29,13,2571.94,2027.02,376.50,51,6
00466,LUK - EMBREAGEM,LUK,F,23620.89,18381.13,5085.17,245,34,5328.16,3931.82,1731.79,11,10
00466,LUK - EMBREAGEM,LUK,I,3899.55,2535.41,1049.03,53,9,4449.99,2866.58,1548.00,24,8
00466,LUK - EMBREAGEM,LUK,J,0.00,0.00,0.00,0,0,971.51,923.45,172.82,2,2
00466,LUK - EMBREAGEM,LUK,K,521192.93,427740.66,93445.45,3591,527,156362.94,126899.67,31010.85,933,238
00466,LUK - EMBREAGEM,LUK,M,127.76,109.28,3.91,8,1,682.60,577.57,171.74,2,2
00466,LUK - EMBREAGEM,LUK,N,447.77,382.26,82.86,10,1,2052.40,1779.81,438.71,3,2
00466,LUK - EMBREAGEM,LUK,O,15078.69,11400.29,1838.52,304,21,3398.17,2480.04,613.28,25,10
00466,LUK - EMBREAGEM,LUK,,212894.91,180222.80,46401.46,1251,207,76891.66,66211.15,16705.02,386,114
00468,MOBENSANI INDUSTRIAL E AUTOMOTIVA LTDA,MOBENSANI,B,4854.51,3648.42,723.29,91,9,1527.07,1194.34,237.95,28,4
00468,MOBENSANI INDUSTRIAL E AUTOMOTIVA LTDA,MOBENSANI,E,72726.50,58807.24,4751.45,1800,46,30400.92,24581.34,1906.16,730,35
00468,MOBENSANI INDUSTRIAL E AUTOMOTIVA LTDA,MOBENSANI,F,37353.20,26786.52,5885.24,683,64,7133.70,4740.08,1728.44,103,24
00468,MOBENSANI INDUSTRIAL E AUTOMOTIVA LTDA,MOBENSANI,I,11399.32,6536.75,2953.90,146,60,3375.18,1906.82,1085.88,49,18
00468,MOBENSANI INDUSTRIAL E AUTOMOTIVA LTDA,MOBENSANI,J,639.31,523.84,126.58,7,2,83.49,65.29,20.94,1,1
00468,MOBENSANI INDUSTRIAL E AUTOMOTIVA LTDA,MOBENSANI,K,635311.66,478261.98,89357.41,11602,932,212108.50,156114.60,33146.46,3808,582
00468,MOBENSANI INDUSTRIAL E AUTOMOTIVA LTDA,MOBENSANI,M,2818.33,2327.10,421.33,66,4,977.99,773.12,222.43,16,4
00468,MOBENSANI INDUSTRIAL E AUTOMOTIVA LTDA,MOBENSANI,N,15340.78,13595.36,1429.53,410,2,7201.59,6273.39,671.25,203,2
00468,MOBENSANI INDUSTRIAL E AUTOMOTIVA LTDA,MOBENSANI,O,84527.89,66555.89,6649.48,1935,53,24464.94,18655.97,2205.90,557,39
00468,MOBENSANI INDUSTRIAL E AUTOMOTIVA LTDA,MOBENSANI,Q,375.46,287.20,31.20,17,2,76.30,56.33,9.18,4,2
00468,MOBENSANI INDUSTRIAL E AUTOMOTIVA LTDA,MOBENSANI,U,410.75,308.98,46.74,5,1,0.00,0.00,0.00,0,0
00468,MOBENSANI INDUSTRIAL E AUTOMOTIVA LTDA,MOBENSANI,,207392.29,157468.68,34792.28,3834,349,69360.26,52596.60,12779.10,1217,216
00470,DENSO DO BRASIL LTDA,DENSO,B,1451.16,1066.97,258.78,18,3,863.39,551.91,173.33,6,2
00470,DENSO DO BRASIL LTDA,DENSO,E,13684.43,10683.01,1475.46,46,21,4716.47,3534.27,676.02,14,8
00470,DENSO DO BRASIL LTDA,DENSO,F,13230.13,10313.06,3850.46,21,14,356.05,217.46,137.91,1,1
00470,DENSO DO BRASIL LTDA,DENSO,I,1907.38,1131.07,786.67,3,3,670.24,398.78,276.41,2,2
00470,DENSO DO BRASIL LTDA,DENSO,K,122326.62,93527.86,25763.28,372,235,49046.71,35673.61,11741.07,123,100
00470,DENSO DO BRASIL LTDA,DENSO,M,740.30,466.43,58.61,12,1,0.00,0.00,0.00,0,0
00470,DENSO DO BRASIL LTDA,DENSO,N,1670.90,1496.88,248.69,5,2,689.61,593.26,109.84,3,1
00470,DENSO DO BRASIL LTDA,DENSO,O,13233.91,10034.51,1675.08,49,21,3708.43,2717.76,431.37,21,6
00470,DENSO DO BRASIL LTDA,DENSO,Q,965.73,656.23,170.64,3,1,0.00,0.00,0.00,0,0
00470,DENSO DO BRASIL LTDA,DENSO,,48000.16,39049.02,12235.29,133,92,22153.91,19457.94,4603.10,68,40
00471,RVL AUTOPECAS LTDA,MTA,B,425.40,315.97,108.14,10,5,233.26,212.09,50.31,4,3
00471,RVL AUTOPECAS LTDA,MTA,E,2820.23,1703.67,452.85,78,16,1709.30,991.27,212.13,58,10
00471,RVL AUTOPECAS LTDA,MTA,F,1620.63,1161.45,374.41,51,17,367.09,229.25,129.25,7,7
00471,RVL AUTOPECAS LTDA,MTA,I,537.28,303.65,225.99,9,9,73.91,41.54,31.46,2,2
00471,RVL AUTOPECAS LTDA,MTA,K,53294.47,36302.74,11605.86,1423,407,16745.61,10965.75,4047.41,420,177
00471,RVL AUTOPECAS LTDA,MTA,M,1453.30,984.74,129.69,47,4,137.85,105.35,25.21,5,2
00471,RVL AUTOPECAS LTDA,MTA,N,182.81,136.86,48.99,5,1,113.31,85.23,20.04,3,1
00471,RVL AUTOPECAS LTDA,MTA,O,3246.47,1927.25,776.18,77,25,970.81,552.61,139.34,27,7
00471,RVL AUTOPECAS LTDA,MTA,Q,301.23,181.59,25.36,14,4,0.00,0.00,0.00,0,0
00471,RVL AUTOPECAS LTDA,MTA,U,957.89,550.79,79.52,36,1,308.54,158.24,75.40,7,3
00471,RVL AUTOPECAS LTDA,MTA,,19814.20,14688.71,4096.54,567,165,6030.43,4402.82,1387.22,158,66
00481,CSP DISTRIBUIDORA DE PECAS AUTOMOT. LTDA,ROLTENS,B,1132.48,835.23,175.92,14,4,61.45,47.35,16.84,1,1
00481,CSP DISTRIBUIDORA DE PECAS AUTOMOT. LTDA,ROLTENS,E,7131.31,4593.88,1478.34,87,21,1511.08,997.54,294.25,24,10
00481,CSP DISTRIBUIDORA DE PECAS AUTOMOT. LTDA,ROLTENS,F,4374.79,2945.52,1296.08,40,21,393.80,237.21,152.51,3,3
00481,CSP DISTRIBUIDORA DE PECAS AUTOMOT. LTDA,ROLTENS,I,827.20,508.51,335.04,6,6,337.22,199.19,142.30,3,3
00481,CSP DISTRIBUIDORA DE PECAS AUTOMOT. LTDA,ROLTENS,K,61520.24,44494.32,14559.79,772,356,16966.77,11680.07,4549.62,197,134
00481,CSP DISTRIBUIDORA DE PECAS AUTOMOT. LTDA,ROLTENS,M,599.76,503.11,120.55,11,4,44.71,37.72,9.80,1,1
00481,CSP DISTRIBUIDORA DE PECAS AUTOMOT. LTDA,ROLTENS,N,3582.19,3198.32,374.32,67,2,1733.19,1607.78,253.43,21,1
00481,CSP DISTRIBUIDORA DE PECAS AUTOMOT. LTDA,ROLTENS,O,8489.46,5452.93,1978.94,98,30,1753.30,1067.48,426.51,17,8
00481,CSP DISTRIBUIDORA DE PECAS AUTOMOT. LTDA,ROLTENS,Q,382.33,242.68,106.36,3,2,0.00,0.00,0.00,0,0
00481,CSP DISTRIBUIDORA DE PECAS AUTOMOT. LTDA,ROLTENS,U,859.97,562.55,200.16,7,3,281.90,170.04,89.38,2,2
00481,CSP DISTRIBUIDORA DE PECAS AUTOMOT. LTDA,ROLTENS,,20992.10,16466.74,4931.15,301,119,6966.21,5392.01,1745.02,83,61
00482,M.A LEME ARIELO EIRELI,ARIELO,B,268.73,196.18,73.65,1,1,0.00,0.00,0.00,0,0
00482,M.A LEME ARIELO EIRELI,ARIELO,E,491.03,291.86,144.64,2,2,0.00,0.00,0.00,0,0
00482,M.A LEME ARIELO EIRELI,ARIELO,F,285.51,165.87,87.86,1,1,0.00,0.00,0.00,0,0
00482,M.A LEME ARIELO EIRELI,ARIELO,I,860.37,502.42,346.36,3,3,0.00,0.00,0.00,0,0
00482,M.A LEME ARIELO EIRELI,ARIELO,K,8523.30,5901.13,2329.99,36,32,4782.00,3484.94,1260.83,21,20
00482,M.A LEME ARIELO EIRELI,ARIELO,M,225.00,170.85,56.48,1,1,0.00,0.00,0.00,0,0
00482,M.A LEME ARIELO EIRELI,ARIELO,O,465.96,288.47,125.94,2,2,245.93,139.17,79.32,1,1
00482,M.A LEME ARIELO EIRELI,ARIELO,Q,1117.21,658.80,261.12,4,2,279.45,156.64,91.60,1,1
00482,M.A LEME ARIELO EIRELI,ARIELO,U,253.52,147.28,78.01,1,1,0.00,0.00,0.00,0,0
00482,M.A LEME ARIELO EIRELI,ARIELO,,4095.17,3041.19,1064.15,18,13,2808.96,2108.58,724.17,12,11
00493,JAMAICA IND DE ARTEFATOS DE BORRACHA LT,JAMAICA,B,577.01,425.73,138.44,11,5,244.94,184.47,50.61,3,2
00493,JAMAICA IND DE ARTEFATOS DE BORRACHA LT,JAMAICA,E,3160.18,2052.25,685.19,91,20,1247.09,803.01,275.61,36,12
00493,JAMAICA IND DE ARTEFATOS DE BORRACHA LT,JAMAICA,F,3645.13,2830.27,749.45,69,23,845.31,558.54,278.45,12,8
00493,JAMAICA IND DE ARTEFATOS DE BORRACHA LT,JAMAICA,I,1278.06,738.98,523.93,13,11,42.79,23.55,18.45,1,1
00493,JAMAICA IND DE ARTEFATOS DE BORRACHA LT,JAMAICA,K,62549.13,44174.59,14960.88,1519,385,22713.07,15324.55,5905.57,497,208
00493,JAMAICA IND DE ARTEFATOS DE BORRACHA LT,JAMAICA,M,1377.18,1034.71,316.16,28,4,249.35,188.48,60.29,6,3
00493,JAMAICA IND DE ARTEFATOS DE BORRACHA LT,JAMAICA,N,904.87,652.35,228.93,19,1,521.59,393.07,126.96,9,1
00493,JAMAICA IND DE ARTEFATOS DE BORRACHA LT,JAMAICA,O,3967.41,2443.95,935.15,115,25,1850.92,1090.94,415.90,46,14
00493,JAMAICA IND DE ARTEFATOS DE BORRACHA LT,JAMAICA,Q,9.68,5.83,2.84,1,1,0.00,0.00,0.00,0,0
